dataset,method_name,expected_operating_cost,best_cost_by_method,median_cost_by_method,risk_adjusted_cost,total_upgrade_cost,max_fraction_customers_unserved_per_hour,total_hours_critical_infrastructure_unserved,critical_load_served_fraction,critical_energy_not_served_kwh,energy_not_served_kwh,feasibility_after_repair,wall_clock_runtime_seconds,median_runtime_seconds,time_to_good_solution,repeat_count,scenario_count
qci_small_synthetic,qBraid GPU-parallel random restart baseline,1069973.9540840965,15242.71417926372,22382.49141831939,1075658.8733441387,0.0,0.4516550206357461,400,0.977335873837073,61462.133130474715,451618.2511458452,1.0,4.4459839053452015,0.007962627336382866,0.00556061789393425,50,8
