dataset,method_name,payload_name,scenario,patch,sample_count,repeat_count,expected_operating_cost_best,expected_operating_cost_median,expected_operating_cost_mean,expected_operating_cost_std,risk_adjusted_cost_best,risk_adjusted_cost_median,risk_adjusted_cost_mean,risk_adjusted_cost_std,runtime_seconds_median,runtime_seconds_mean,runtime_seconds_std,feasibility_rate,feasibility_after_repair_rate,critical_load_served_fraction_best,critical_load_served_fraction_median,critical_energy_not_served_best,energy_not_served_kwh_best,total_energy_not_served_best,max_fraction_customers_unserved_per_hour_best,total_critical_infrastructure_unserved_hours_proxy_best,pre_repair_violation_rate,post_repair_violation_rate,pre_repair_violation_median,post_repair_violation_median,decoded_objective_best,runtime_seconds_total,time_to_good_solution
qci_small_synthetic,GPU-parallel random restart baseline,pcc_failure_MG1-MG2-MG3.json,pcc_failure,MG1-MG2-MG3,2,2,22440.512233424328,22440.512233424328,22440.512233424328,0.0,22440.512233424328,22440.512233424328,22440.512233424328,0.0,2.4394486245000735,2.4394486245000735,0.03929033351596445,1.0,1.0,1.0,1.0,0.0,74.15860433507169,74.15860433507169,0.006975982759955662,0.0,0.0,0.0,0.0,0.0,43911.50307757275,4.878897249000147,2.400158290984109
qci_small_synthetic,GPU-parallel random restart baseline,renewable_shortfall_MG1-MG2-MG3.json,renewable_shortfall,MG1-MG2-MG3,2,2,22665.152635604645,22665.152635604645,22665.152635604645,0.0,22665.152635604645,22665.152635604645,22665.152635604645,0.0,2.5961559790303,2.5961559790303,0.07104072900256142,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22650.75263560349,5.1923119580606,2.5251152500277385
qci_small_synthetic,GPU-parallel random restart baseline,restoration_MG1-MG2-MG3.json,restoration,MG1-MG2-MG3,2,2,22408.963534706505,22408.963534706505,22408.963534706505,0.0,22408.963534706505,22408.963534706505,22408.963534706505,0.0,2.2283680625259876,2.2283680625259876,0.006798729533329606,1.0,1.0,1.0,1.0,0.0,18.70444276742319,18.70444276742319,0.0018692216487694053,0.0,0.0,0.0,0.0,0.0,28765.442269881776,4.456736125051975,2.221569332992658
qci_small_synthetic,GPU-parallel random restart baseline,storm_forced_islanding_MG1-MG2-MG3.json,storm_forced_islanding,MG1-MG2-MG3,2,2,22356.01930193228,22356.01930193228,22356.01930193228,0.0,22357.626484207278,22357.626484207278,22357.626484207278,0.0,2.1051310204784386,2.1051310204784386,0.0059961454826407135,1.0,1.0,0.9989538604180611,0.9989538604180611,6.428729099999941,2937.1260192909167,2937.1260192909167,0.24585198731974103,4.0,0.0,0.0,0.0,0.0,1759014.4607030947,4.210262040956877,2.099134874995798
qci_small_synthetic,GreedyCriticalLoadFirst,combined_high_stress_MG1-MG2-MG3.json,combined_high_stress,MG1-MG2-MG3,2,2,16915.457694558812,16915.457694558812,16915.457694558812,0.0,17221.161177936185,17221.161177936185,17221.161177936185,0.0,0.0,0.0,0.0,1.0,1.0,0.8197331302785233,0.8197331302785233,1222.813933509494,5955.712336523494,5955.712336523494,0.4516550206357461,4.0,0.0,0.0,0.0,0.0,15558069.274899306,0.0,0.0
qci_small_synthetic,GreedyCriticalLoadFirst,demand_surge_MG1-MG2-MG3.json,demand_surge,MG1-MG2-MG3,2,2,22739.677040168644,22739.677040168644,22739.677040168644,0.0,22739.677040168644,22739.677040168644,22739.677040168644,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22725.277040168363,0.0,0.0
qci_small_synthetic,GreedyCriticalLoadFirst,local_generator_failure_MG1-MG2-MG3.json,local_generator_failure,MG1-MG2-MG3,2,2,15242.71417926372,15242.71417926372,15242.71417926372,0.0,15242.71417926372,15242.71417926372,15242.71417926372,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,46.66362000000004,46.66362000000004,0.004431780450802132,0.0,0.0,0.0,0.0,0.0,47892.848179263834,0.0,0.0
qci_small_synthetic,GreedyCriticalLoadFirst,normal_MG1-MG2-MG3.json,normal,MG1-MG2-MG3,2,2,21634.895912795357,21634.895912795357,21634.895912795357,0.0,21634.895912795357,21634.895912795357,21634.895912795357,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21620.495912795774,0.0,0.0
qci_small_synthetic,GreedyCriticalLoadFirst,pcc_failure_MG1-MG2-MG3.json,pcc_failure,MG1-MG2-MG3,2,2,22440.512233424328,22440.512233424328,22440.512233424328,0.0,22440.512233424328,22440.512233424328,22440.512233424328,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,74.15860433507169,74.15860433507169,0.006975982759955662,0.0,0.0,0.0,0.0,0.0,74337.13526797302,0.0,0.0
qci_small_synthetic,GreedyCriticalLoadFirst,renewable_shortfall_MG1-MG2-MG3.json,renewable_shortfall,MG1-MG2-MG3,2,2,22665.152635604645,22665.152635604645,22665.152635604645,0.0,22665.152635604645,22665.152635604645,22665.152635604645,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22650.75263560349,0.0,0.0
