benchmark,consensus_replicate,converged,convergence_tolerance,dual_residual,final_status,iteration,iteration_count,maximum_iterations,method,primal_residual,raw_conflict_count,rho,unresolved_conflict_count
arpae_go_network_01o_020,qci_sample_024,True,1e-06,8.881784197001252e-16,completed,34,34,200,QCi SC-CMPO,5.691021056661425e-07,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,8.881784197001252e-16,completed,1,30,200,QCi SC-CMPO,374.8401111933229,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,1.2862202021416912e-12,completed,2,30,200,QCi SC-CMPO,187.42005559666143,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.546672453247935e-15,completed,3,30,200,QCi SC-CMPO,93.71002779833063,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,1.2862303218348126e-12,completed,4,30,200,QCi SC-CMPO,46.85501389916524,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.4025784115714076e-15,completed,5,30,200,QCi SC-CMPO,23.427506949583243,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.687116766346677e-15,completed,6,30,200,QCi SC-CMPO,11.713753474790723,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,4.259554063523935e-15,completed,7,30,200,QCi SC-CMPO,5.856876737395533,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.102196573270515e-15,completed,8,30,200,QCi SC-CMPO,2.9284383686980147,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,6.435464048854839e-15,completed,9,30,200,QCi SC-CMPO,1.4642191843493817,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,8.067281120720504e-15,completed,10,30,200,QCi SC-CMPO,0.732109592174175,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.617333549722722e-15,completed,11,30,200,QCi SC-CMPO,0.3660547960868797,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,2.175583928816829e-15,completed,12,30,200,QCi SC-CMPO,0.18302739804364618,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.546672453247935e-15,completed,13,30,200,QCi SC-CMPO,0.09151369902189076,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,6.153480596427404e-15,completed,14,30,200,QCi SC-CMPO,0.04575684951092695,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,1.2862238820393112e-12,completed,15,30,200,QCi SC-CMPO,0.02287842475588258,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,1.2862202021416912e-12,completed,16,30,200,QCi SC-CMPO,0.01143921237679242,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.756054031998179e-15,completed,17,30,200,QCi SC-CMPO,0.00571960618840212,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,6.153480596427404e-15,completed,18,30,200,QCi SC-CMPO,0.0028598030942487904,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,2.175583928816829e-15,completed,19,30,200,QCi SC-CMPO,0.0014299015471244737,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,3.3232593448441795e-15,completed,20,30,200,QCi SC-CMPO,0.0007149507735622212,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,7.894302471558835e-15,completed,21,30,200,QCi SC-CMPO,0.00035747538678104887,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.9580819677934555e-15,completed,22,30,200,QCi SC-CMPO,0.00017873769339056168,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,4.165926057296536e-15,completed,23,30,200,QCi SC-CMPO,8.936884669525701e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,3.66205343881779e-15,completed,24,30,200,QCi SC-CMPO,4.468442334762283e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,2.175583928816829e-15,completed,25,30,200,QCi SC-CMPO,2.2342211673853322e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,1.2560739669470201e-15,completed,26,30,200,QCi SC-CMPO,1.1171105836945719e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,5.756054031998179e-15,completed,27,30,200,QCi SC-CMPO,5.58555282303895e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,1.286232008442592e-12,completed,28,30,200,QCi SC-CMPO,2.792778106482394e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,False,1e-06,3.2023728339893768e-15,completed,29,30,200,QCi SC-CMPO,1.3963881515346544e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_025,True,1e-06,1.2862246486833236e-12,completed,30,30,200,QCi SC-CMPO,6.981943033215179e-07,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,2.5724394843074972e-12,completed,1,30,200,QCi SC-CMPO,310.3448778745503,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,2.572440097624791e-12,completed,2,30,200,QCi SC-CMPO,155.17243893727516,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,3.552713678800501e-15,completed,3,30,200,QCi SC-CMPO,77.58621946863754,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.687116766346677e-15,completed,4,30,200,QCi SC-CMPO,38.79310973431863,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,8.331852114593072e-15,completed,5,30,200,QCi SC-CMPO,19.396554867159143,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,8.379058453350832e-15,completed,6,30,200,QCi SC-CMPO,9.698277433580305,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.102196573270515e-15,completed,7,30,200,QCi SC-CMPO,4.8491387167897715,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,6.646518689688359e-15,completed,8,30,200,QCi SC-CMPO,2.424569358394921,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,2.589462819655575e-15,completed,9,30,200,QCi SC-CMPO,1.2122846791973487,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,3.66205343881779e-15,completed,10,30,200,QCi SC-CMPO,0.6061423395987866,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,6.311693569372732e-15,completed,11,30,200,QCi SC-CMPO,0.30307116979940246,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.216866993716143e-15,completed,12,30,200,QCi SC-CMPO,0.1515355848990852,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,7.242875823676482e-15,completed,13,30,200,QCi SC-CMPO,0.0757677924499236,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,8.426000324584083e-15,completed,14,30,200,QCi SC-CMPO,0.037883896224589514,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,8.472682124045022e-15,completed,15,30,200,QCi SC-CMPO,0.01894194811257457,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,4.440892098500626e-15,completed,16,30,200,QCi SC-CMPO,0.00947097405686701,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,3.76822190084106e-15,completed,17,30,200,QCi SC-CMPO,0.00473548702809658,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,0.0,completed,18,30,200,QCi SC-CMPO,0.002367743513952481,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.063396036227354e-15,completed,19,30,200,QCi SC-CMPO,0.0011838717569762226,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.140704263513307e-15,completed,20,30,200,QCi SC-CMPO,0.0005919358784881123,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,2.808666774861361e-15,completed,21,30,200,QCi SC-CMPO,0.0002959679392441052,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,6.764165321960921e-15,completed,22,30,200,QCi SC-CMPO,0.00014798396962210998,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.0242958677880805e-15,completed,23,30,200,QCi SC-CMPO,7.39919848110002e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,3.7155169009665e-15,completed,24,30,200,QCi SC-CMPO,3.699599240548146e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,5.756054031998179e-15,completed,25,30,200,QCi SC-CMPO,1.849799620274263e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,7.242875823676482e-15,completed,26,30,200,QCi SC-CMPO,9.248998101311937e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,2.572446920769819e-12,completed,27,30,200,QCi SC-CMPO,4.6244990506295014e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,2.572444774164346e-12,completed,28,30,200,QCi SC-CMPO,2.31224952532478e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,False,1e-06,3.972054645195637e-15,completed,29,30,200,QCi SC-CMPO,1.1561248311366332e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_026,True,1e-06,1.2560739669470201e-15,completed,30,30,200,QCi SC-CMPO,5.780623859949002e-07,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.7763568394002505e-15,completed,1,31,200,QCi SC-CMPO,607.8217720497031,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.0048591735576161e-14,completed,2,31,200,QCi SC-CMPO,303.9108860248514,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.020439314654103e-14,completed,3,31,200,QCi SC-CMPO,151.95544301242577,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,2.808666774861361e-15,completed,4,31,200,QCi SC-CMPO,75.97772150621235,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.2560739669470201e-15,completed,5,31,200,QCi SC-CMPO,37.98886075310644,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.0048591735576161e-14,completed,6,31,200,QCi SC-CMPO,18.994430376553822,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,5.475099487534308e-15,completed,7,31,200,QCi SC-CMPO,9.49721518827699,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,2.175583928816829e-15,completed,8,31,200,QCi SC-CMPO,4.748607594138031,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1443378446363118e-14,completed,9,31,200,QCi SC-CMPO,2.3743037970686443,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,5.475099487534308e-15,completed,10,31,200,QCi SC-CMPO,1.187151898534809,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.2862221954208756e-12,completed,11,31,200,QCi SC-CMPO,0.5935759492676557,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.2862326217539635e-12,completed,12,31,200,QCi SC-CMPO,0.29678797463394296,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.517719948885615e-14,completed,13,31,200,QCi SC-CMPO,0.14839398731654818,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.7763568394002505e-15,completed,14,31,200,QCi SC-CMPO,0.07419699365868487,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,5.17892563931115e-15,completed,15,31,200,QCi SC-CMPO,0.03709849682820891,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1443378446363118e-14,completed,16,31,200,QCi SC-CMPO,0.018549248415337123,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1374233532693354e-14,completed,17,31,200,QCi SC-CMPO,0.009274624207950468,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1234667099445444e-14,completed,18,31,200,QCi SC-CMPO,0.004637312103975122,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,5.329070518200751e-15,completed,19,31,200,QCi SC-CMPO,0.0023186560519875706,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.4043333874306805e-15,completed,20,31,200,QCi SC-CMPO,0.00115932802599381,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.0146247982941381e-14,completed,21,31,200,QCi SC-CMPO,0.0005796640129968709,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1234667099445444e-14,completed,22,31,200,QCi SC-CMPO,0.0002898320064983774,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1234667099445444e-14,completed,23,31,200,QCi SC-CMPO,0.000144916003249166,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.1374233532693354e-14,completed,24,31,200,QCi SC-CMPO,7.24580016246005e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.0281408527026615e-14,completed,25,31,200,QCi SC-CMPO,3.622900081246804e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,5.17892563931115e-15,completed,26,31,200,QCi SC-CMPO,1.811450040609301e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.5085966033246327e-14,completed,27,31,200,QCi SC-CMPO,9.057249720480141e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.6195562694330397e-14,completed,28,31,200,QCi SC-CMPO,4.528625101501921e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,5.329070518200751e-15,completed,29,31,200,QCi SC-CMPO,2.2643117321728217e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,False,1e-06,1.7763568394002505e-15,completed,30,31,200,QCi SC-CMPO,1.1321569569405497e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_027,True,1e-06,1.7763568394002505e-15,completed,31,31,200,QCi SC-CMPO,5.660783695119297e-07,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,2.5724394843074972e-12,completed,1,30,200,QCi SC-CMPO,442.491952224992,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,2.5724394843074972e-12,completed,2,30,200,QCi SC-CMPO,221.24597611249612,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,5.329070518200751e-15,completed,3,30,200,QCi SC-CMPO,110.62298805624792,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,6.153480596427404e-15,completed,4,30,200,QCi SC-CMPO,55.31149402812377,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,5.891509130072236e-15,completed,5,30,200,QCi SC-CMPO,27.655747014062243,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,7.742959950613002e-15,completed,6,30,200,QCi SC-CMPO,13.82787350703082,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,5.329070518200751e-15,completed,7,30,200,QCi SC-CMPO,6.913936753515876,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,1.2434497875801753e-14,completed,8,30,200,QCi SC-CMPO,3.4569683767575934,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,1.0950198975068616e-14,completed,9,30,200,QCi SC-CMPO,1.728484188379049,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,5.891509130072236e-15,completed,10,30,200,QCi SC-CMPO,0.8642420941897492,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,3.076740298213702e-15,completed,11,30,200,QCi SC-CMPO,0.4321210470945146,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,8.331852114593072e-15,completed,12,30,200,QCi SC-CMPO,0.21606052354732105,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,5.891509130072236e-15,completed,13,30,200,QCi SC-CMPO,0.10803026177343965,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,6.879800455918813e-15,completed,14,30,200,QCi SC-CMPO,0.05401513088679809,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,1.1512108063996359e-14,completed,15,30,200,QCi SC-CMPO,0.027007565442846326,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,1.2178088937988185e-14,completed,16,30,200,QCi SC-CMPO,0.013503782722170203,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,9.057678187205881e-15,completed,17,30,200,QCi SC-CMPO,0.006751891361469826,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,7.215595591812694e-15,completed,18,30,200,QCi SC-CMPO,0.003375945680298263,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,7.640399661428378e-15,completed,19,30,200,QCi SC-CMPO,0.0016879728401491966,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,5.617333549722722e-15,completed,20,30,200,QCi SC-CMPO,0.0008439864200744507,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,3.972054645195637e-15,completed,21,30,200,QCi SC-CMPO,0.0004219932100373354,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,9.39959687352353e-15,completed,22,30,200,QCi SC-CMPO,0.000210996605018559,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,8.331852114593072e-15,completed,23,30,200,QCi SC-CMPO,0.00010549830250941776,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,1.1783018260144473e-14,completed,24,30,200,QCi SC-CMPO,5.274915125458797e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,1.2870928097709678e-14,completed,25,30,200,QCi SC-CMPO,2.6374575627345372e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,7.640399661428378e-15,completed,26,30,200,QCi SC-CMPO,1.3187287813624236e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,2.572446844105369e-12,completed,27,30,200,QCi SC-CMPO,6.593643906868079e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,2.572441937575794e-12,completed,28,30,200,QCi SC-CMPO,3.2968218066658196e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,False,1e-06,8.881784197001252e-15,completed,29,30,200,QCi SC-CMPO,1.6484108780475497e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_028,True,1e-06,7.32410687763558e-15,completed,30,30,200,QCi SC-CMPO,8.242056632613096e-07,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6077746776921858e-13,completed,1,34,200,QCi SC-CMPO,4918.780654920464,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6077746776921858e-13,completed,2,34,200,QCi SC-CMPO,2459.390327460232,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.2159418545442565e-13,completed,3,34,200,QCi SC-CMPO,1229.6951637301156,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,7.190548989231538e-13,completed,4,34,200,QCi SC-CMPO,614.8475818650584,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,7.190428309394872e-13,completed,5,34,200,QCi SC-CMPO,307.42379093252947,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.2160645007080896e-13,completed,6,34,200,QCi SC-CMPO,153.7118954662645,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6080199859247497e-13,completed,7,34,200,QCi SC-CMPO,76.8559477331323,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,5.891509130072236e-15,completed,8,34,200,QCi SC-CMPO,38.427973866566035,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,7.368102481695467e-13,completed,9,34,200,QCi SC-CMPO,19.213986933283262,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6095400624854923e-13,completed,10,34,200,QCi SC-CMPO,9.606993466641304,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.2155493553843715e-13,completed,11,34,200,QCi SC-CMPO,4.803496733320558,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,6.629072418566852e-13,completed,12,34,200,QCi SC-CMPO,2.4017483666600623,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,6.43134403303635e-13,completed,13,34,200,QCi SC-CMPO,1.200874183330316,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.595444538028332e-13,completed,14,34,200,QCi SC-CMPO,0.6004370916652435,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,7.190186943645084e-13,completed,15,34,200,QCi SC-CMPO,0.3002185458328217,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.609344004251927e-13,completed,16,34,200,QCi SC-CMPO,0.150109272916168,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.5958833225869065e-13,completed,17,34,200,QCi SC-CMPO,0.07505463645818564,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,6.629262816143321e-13,completed,18,34,200,QCi SC-CMPO,0.03752731822914623,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.595554239188026e-13,completed,19,34,200,QCi SC-CMPO,0.018763659114465783,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6088537541402524e-13,completed,20,34,200,QCi SC-CMPO,0.009381829557250811,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.2159663841512085e-13,completed,21,34,200,QCi SC-CMPO,0.004690914778727327,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,2.5121479338940403e-15,completed,22,34,200,QCi SC-CMPO,0.002345457389463075,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,5.17892563931115e-15,completed,23,34,200,QCi SC-CMPO,0.0011727286947284068,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.130466570252318e-14,completed,24,34,200,QCi SC-CMPO,0.0005863643473490834,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6109607710916132e-13,completed,25,34,200,QCi SC-CMPO,0.0002931821736364825,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.2155738879854543e-13,completed,26,34,200,QCi SC-CMPO,0.0001465910868615211,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,2.59246120487228e-12,completed,27,34,200,QCi SC-CMPO,7.329554338074911e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,2.597485646707373e-12,completed,28,34,200,QCi SC-CMPO,3.664777161048798e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,3.5987779589127866e-13,completed,29,34,200,QCi SC-CMPO,1.832388532655911e-05,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,6.629048618485286e-13,completed,30,34,200,QCi SC-CMPO,9.161943219992007e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,6.431319501230691e-13,completed,31,34,200,QCi SC-CMPO,4.580971704860363e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,0.0,completed,32,34,200,QCi SC-CMPO,2.2904856502069926e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,False,1e-06,1.6082162055698884e-13,completed,33,34,200,QCi SC-CMPO,1.145243082392078e-06,31,1.0,0
arpae_go_network_01o_020,qci_sample_029,True,1e-06,3.5959930103608194e-13,completed,34,34,200,QCi SC-CMPO,5.72620969567737e-07,31,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,4.965068306494546e-16,completed,1,34,200,QCi SC-CMPO,7879.240906125038,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.0934428697813141e-15,completed,2,34,200,QCi SC-CMPO,3939.6204530625196,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876464269247931e-13,completed,3,34,200,QCi SC-CMPO,1969.81022653126,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139000063703022e-12,completed,4,34,200,QCi SC-CMPO,984.9051132656292,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876469729312152e-13,completed,5,34,200,QCi SC-CMPO,492.45255663281523,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876475047552885e-13,completed,6,34,200,QCi SC-CMPO,246.22627831640742,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,6.427446147233066e-15,completed,7,34,200,QCi SC-CMPO,123.1131391582038,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139178465279992e-12,completed,8,34,200,QCi SC-CMPO,61.55656957910152,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1138999591578726e-12,completed,9,34,200,QCi SC-CMPO,30.778284789551034,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.598327180126913e-15,completed,10,34,200,QCi SC-CMPO,15.389142394775373,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,2.1474279170302312e-15,completed,11,34,200,QCi SC-CMPO,7.694571197387919,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,6.422162793408583e-15,completed,12,34,200,QCi SC-CMPO,3.8472855986934964,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139014454029003e-12,completed,13,34,200,QCi SC-CMPO,1.9236427993467708,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.113919001522228e-12,completed,14,34,200,QCi SC-CMPO,0.9618213996737099,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139214269154399e-12,completed,15,34,200,QCi SC-CMPO,0.48091069983660123,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876779689949177e-13,completed,16,34,200,QCi SC-CMPO,0.24045534991822584,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.826419163329139e-15,completed,17,34,200,QCi SC-CMPO,0.12022767495981834,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139017103281158e-12,completed,18,34,200,QCi SC-CMPO,0.06011383747966748,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139003222904565e-12,completed,19,34,200,QCi SC-CMPO,0.030056918739848296,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,2.4952440002357033e-15,completed,20,34,200,QCi SC-CMPO,0.015028459369872238,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876723707364358e-13,completed,21,34,200,QCi SC-CMPO,0.007514229685151505,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876714876305107e-13,completed,22,34,200,QCi SC-CMPO,0.003757114842307068,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876725360245117e-13,completed,23,34,200,QCi SC-CMPO,0.0018785574210208288,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,7.876485679744542e-13,completed,24,34,200,QCi SC-CMPO,0.0009392787098455374,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.1139178113002457e-12,completed,25,34,200,QCi SC-CMPO,0.00046963935530108634,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.7612300023837455e-12,completed,26,34,200,QCi SC-CMPO,0.00023481967788932499,255,1.0,0
ieee123_opendss,challenge_selected,False,1e-06,1.575291980464944e-12,completed,27,34,200,QCi SC-CMPO,0.00011740983896290642,255,1.0,0
