dataset,payload_name,scenario,patch,sample_count,repeat_count,job_count,qci_energy_best,qci_energy_median,decoded_objective_best,runtime_seconds_total,runtime_seconds_median,projection_status
pglib_case14_ieee,pglib_case14_ieee__hybrid__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,pcc_failure,BUS3_MG-BUS4_MG,10,10,10,-40132.9140625,-40102.3457031,-40132.91309898939,10.0,1.0,pending_classical_projection
pglib_case14_ieee,pglib_case14_ieee__hybrid__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,storm_forced_islanding,BUS3_MG-BUS4_MG,10,10,10,773435.875,773956.15625,773435.7631961246,10.0,1.0,pending_classical_projection
pglib_case30_ieee,pglib_case30_ieee__hybrid__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,demand_surge,BUS5_MG-BUS7_MG,10,10,10,-40085.4882812,-40069.5546875,-40085.48699377261,10.0,1.0,pending_classical_projection
pglib_case30_ieee,pglib_case30_ieee__hybrid__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,storm_forced_islanding,BUS5_MG-BUS7_MG,10,10,10,772735.0625,774177.46875,772735.0170087361,10.0,1.0,pending_classical_projection
pglib_case5_pjm,pglib_case5_pjm__hybrid__demand_surge_BUS3_MG-BUS4_MG.json,demand_surge,BUS3_MG-BUS4_MG,10,10,10,-40079.1171875,-40068.8300781,-40079.120982532404,10.0,1.0,pending_classical_projection
pglib_case5_pjm,pglib_case5_pjm__hybrid__pcc_failure_BUS3_MG-BUS4_MG.json,pcc_failure,BUS3_MG-BUS4_MG,10,10,10,-40125.3320312,-40102.5507812,-40125.33176753812,10.0,1.0,pending_classical_projection
