bound_method,budget_id,maximum_nonbudget_objective_variation,minimum_encoded_budget_violation,minimum_violation_penalty,normalization_scale,normalized_minimum_violation_penalty,normalized_nonbudget_variation_bound,passed,required_lower_bound_on_rho_budget,rho_budget,safety_multiplier
"sum of absolute non-budget coefficients; every binary monomial lies in [0,1]",minimum_feasible_islanding,16209.49563285404,1,32418.99126570808,9.755352902828802e-18,3.1625870055070687e-13,1.5812935027535343e-13,True,16209.495632854041,32418.99126570808,2.0
"sum of absolute non-budget coefficients; every binary monomial lies in [0,1]",low_cost_catalog_step,16209.572544384686,1,32419.14508876937,6.9024783953267735e-18,2.2377244857019467e-13,1.1188622428509734e-13,True,16209.572544384688,32419.14508876937,2.0
"sum of absolute non-budget coefficients; every binary monomial lies in [0,1]",pv_catalog_midpoint,16210.177919869859,1,32420.355839739717,3.5883530226475825e-18,1.163356818728402e-13,5.81678409364201e-14,True,16210.17791986986,32420.355839739717,2.0
"sum of absolute non-budget coefficients; every binary monomial lies in [0,1]",slsqp_selected_cost,16210.589652763461,1,32421.179305526923,1.5095512678165945e-18,4.8941432324767306e-14,2.4470716162383653e-14,True,16210.589652763463,32421.179305526923,2.0
"sum of absolute non-budget coefficients; every binary monomial lies in [0,1]",post_slsqp_catalog_step,16210.696084456722,1,32421.392168913444,1.2046212282351157e-18,3.905549725560888e-14,1.952774862780444e-14,True,16210.696084456724,32421.392168913444,2.0
"sum of absolute non-budget coefficients; every binary monomial lies in [0,1]",qci_selected_cost,16210.759318424443,1,32421.518636848887,1.0490250864335225e-18,3.401098639032647e-14,1.7005493195163234e-14,True,16210.759318424445,32421.518636848887,2.0
