dataset,method_name,expected_operating_cost,best_cost_by_method,median_cost_by_method,risk_adjusted_cost,total_upgrade_cost,max_fraction_customers_unserved_per_hour,total_hours_critical_infrastructure_unserved,critical_load_served_fraction,critical_energy_not_served_kwh,energy_not_served_kwh,feasibility_after_repair,wall_clock_runtime_seconds,median_runtime_seconds,time_to_good_solution,repeat_count,scenario_count
synthetic_smoke,Piecewise-linear MILP baseline,386.7888740652868,353.5095209652868,420.06822716528677,508.4456074066085,0.0,0.0,0,1.0,0.0,0.0,1.0,0.03930337599013001,0.009613937989342958,0.009530707960948348,2,2
synthetic_smoke,DifferentialEvolutionOptimizer,2543.7182267904623,1530.5585862749836,2451.713736351211,3398.78798066155,0.0,0.11092650197701626,16,0.8740593852520958,738.9435518180765,3721.5643505436155,1.0,0.0211612501880154,0.005183729052077979,0.004988750093616545,2,2
synthetic_smoke,IPOPT/Pyomo nonlinear baseline,6419.646250269683,6253.254016970484,6586.038483568882,8149.351987811503,0.0,0.0,0,1.0,0.0,0.0,1.0,0.037537251017056406,0.009396395995281637,0.009166917065158486,2,2
synthetic_smoke,SLSQPDispatchOptimizer,6419.646250269683,6253.254016970484,6586.038483568882,8149.351987811503,0.0,0.0,0,1.0,0.0,0.0,1.0,0.03727754112333059,0.009320270561147481,0.009240749990567565,2,2
synthetic_smoke,Stress-only reserve heuristic baseline,7156.844397407936,7088.707197667648,7224.981597148225,8997.158396565137,0.0,0.08907362593073652,0,1.0,0.0,2280.4603600000005,1.0,8.766609244048595e-05,1.9312486983835697e-05,1.4541088603436947e-05,2,2
synthetic_smoke,CMPO-local polynomial search,7183.95056056929,7090.833653854403,7276.772648830867,9049.333653067813,0.0,0.0,0,1.0,0.0,0.0,1.0,0.046866165939718485,0.011699270457029343,0.011567416950128973,2,2
synthetic_smoke,GPU-parallel random restart baseline,7184.392788249259,7092.012927667647,7276.772648830868,9049.77588074778,0.0,0.0,0,1.0,0.0,0.0,1.0,1.1126292920671403,0.09562202100642025,0.09454416704829782,2,2
synthetic_smoke,GreedyCriticalLoadFirst,7184.392788249259,7092.012927667647,7276.772648830868,9049.77588074778,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2
synthetic_smoke,QUBO/quadratized local search baseline,7185.088040499258,7092.210267667648,7277.9658133308685,9051.01838024778,0.0,0.0,0,1.0,0.0,0.0,1.0,0.5901452919933945,0.14402297948254272,0.142056499957107,2,2
