benchmark,comparison_unit,consensus_artifact,consensus_dual_residual,consensus_iteration_count,consensus_iterations,consensus_primal_residual,consensus_residual,consensus_runtime_seconds,consensus_trace_id,critical_energy_not_served_kwh,critical_load_served_fraction,customer_fraction_scope,edge_capacity_policy,end_to_end_runtime,end_to_end_runtime_seconds,expected_critical_infrastructure_unserved_hours,expected_operating_cost,expected_operating_cost_is_source_covered_lower_bound,feasibility_after_repair,full_system_feasibility,full_system_projection_runtime_seconds,max_fraction_customers_unserved_per_hour,max_node_load_unserved_fraction,method,patch_metrics_aggregated,patch_runtime_seconds,patch_solution_artifact,payload_count,projection_scope,public_operating_cost_coverage_fraction,public_source_path,public_source_sha256,public_source_url,public_source_version,public_upgrade_cost_coverage_fraction,risk_adjusted_cost,risk_adjusted_cost_formula,runtime_seconds,scenario_artifact,scenario_count,scenario_probability_sum,source_patch_ids,source_payload_ids,storage_accounting_scope,system_trace_id,time_to_good_solution,total_energy_not_served,total_energy_not_served_kwh,total_hours_critical_infrastructure_unserved,total_upgrade_cost,unresolved_conflict_count,unweighted_critical_energy_not_served_kwh,unweighted_total_energy_not_served_kwh,upgrade_asset_count,upgrade_cost_scored_once_per_physical_asset,wall_clock_runtime_seconds
arpae_go_network_01o_020,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.015805042115971446,consensus-e4ab2289150ea2faf05f,0.0,1.0,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",1.045021959580481,1.045021959580481,0.0,0.0,True,1.0,True,0.09181729215197265,0.01698133837377796,1.0,CMPO-local polynomial search,False,0.937399625312537,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],8,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.0,data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.raw,e25cda2e8a51cc1b5ce0edde5d5230fb6298f3aa017daee9cc6082a24f41bc23,https://data.openei.org/files/6153/Challenge_1_Original_Dataset_2_Scenarios.zip,ARPA-E GO Challenge 1 Original Dataset 2 Offline Edition 2 Network_01O-020 scenario_1 (2019-03-25 public snapshot),1.0,938271344.0000001,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,1.045021959580481,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""arpae_go_network_01o_020__patch_01__320-321"",""arpae_go_network_01o_020__patch_02__21-22"",""arpae_go_network_01o_020__patch_03__3-4"",""arpae_go_network_01o_020__patch_04__228-474"",""arpae_go_network_01o_020__patch_05__485-499"",""arpae_go_network_01o_020__patch_06__326-327"",""arpae_go_network_01o_020__patch_07__263-491"",""arpae_go_network_01o_020__patch_08__141-142""]","[""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_01__320-321.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_02__21-22.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_03__3-4.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_06__326-327.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_07__263-491.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_08__141-142.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-f13f043e8730d0aaef64,1.045021959580481,81072.0,81072.0,0,938271344.0000001,0,0.0,648576.0,8,True,1.045021959580481
ieee123_opendss,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.022437833016738296,consensus-95f24cdea8f06d7c3f30,135.0,0.927027027027027,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",1.355935832951218,1.355935832951218,3.0,0.0,True,1.0,True,0.027505584061145782,0.17621776504297995,1.0,CMPO-local polynomial search,False,1.3059924158733338,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],12,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.0,data/upstream/ieee123/opendss/IEEE123Master.dss,c92a69d9b218b1b2646ec7911783826229309038e72f16b848304c0457c0a54d,https://github.com/dss-extensions/electricdss-tst/tree/3b208397160213cae4a9e2d0a7d1aa3528ce26e1/Version8/Distrib/IEEETestCases/123Bus,DSS-Extensions filtered OpenDSS archive commit 3b208397160213cae4a9e2d0a7d1aa3528ce26e1,1.0,2032032.0,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,1.355935832951218,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""ieee123_opendss__patch_01__76-77-86"",""ieee123_opendss__patch_02__47-48-49"",""ieee123_opendss__patch_03__64-65-66"",""ieee123_opendss__patch_04__100-98-99"",""ieee123_opendss__patch_05__73-74-75"",""ieee123_opendss__patch_06__3-5-6"",""ieee123_opendss__patch_07__63-64-65"",""ieee123_opendss__patch_08__69-70-71"",""ieee123_opendss__patch_09__112-113-114"",""ieee123_opendss__patch_10__28-29-30"",""ieee123_opendss__patch_11__15-16-34"",""ieee123_opendss__patch_12__86-87-88""]","[""ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json"",""ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json"",""ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json"",""ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json"",""ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json"",""ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json"",""ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json"",""ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json"",""ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json"",""ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json"",""ieee123_opendss__ieee123_opendss__patch_11__15-16-34.json"",""ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-a254793fb4c2dced3238,1.355935832951218,615.0,615.0,24,2032032.0,0,1080.0,4920.0,11,True,1.355935832951218
pglib_case14_ieee,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.012862249976024032,consensus-f846878f409ca1b4fca5,26200.0,0.889591234723978,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",0.9929124172776937,0.9929124172776937,4.0,255.150482475,True,1.0,True,0.015086916973814368,0.10115830115830116,1.0,CMPO-local polynomial search,False,0.9649632503278553,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],9,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.09321305841924399,data/upstream/pglib-opf/v23.07/pglib_opf_case14_ieee.m,bd5c568621de65e4b0922317010868bc7fa94173807faa10ea8fdbbe77c28106,https://raw.githubusercontent.com/power-grid-lib/pglib-opf/v23.07/pglib_opf_case14_ieee.m,v23.07 commit dc6be4b2f85ca0e776952ec22cbd4c22396ea5a3,1.0,368097981.3874874,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,0.9929124172776937,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""pglib_case14_ieee__patch_01__3-4"",""pglib_case14_ieee__patch_02__4-9"",""pglib_case14_ieee__patch_03__14-9"",""pglib_case14_ieee__patch_04__13-14"",""pglib_case14_ieee__patch_05__13-6"",""pglib_case14_ieee__patch_06__10-9"",""pglib_case14_ieee__patch_07__4-5"",""pglib_case14_ieee__patch_08__12-13"",""pglib_case14_ieee__patch_09__11-6""]","[""pglib_case14_ieee__pglib_case14_ieee__patch_01__3-4.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_06__10-9.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_07__4-5.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_08__12-13.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_09__11-6.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-22301cc335fb70d418c1,0.9929124172776937,26200.0,26200.0,32,368097600.0,0,209600.0,209600.0,6,True,0.9929124172776937
pglib_case30_ieee,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.022194124991074204,consensus-4313eb1d077cc7174cde,31500.0,0.8796331677493313,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",1.5323714148253202,1.5323714148253202,7.0,582.89909615,True,1.0,True,0.017504041083157063,0.11115031757233593,1.0,CMPO-local polynomial search,False,1.492673248751089,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],14,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.08614529575228265,data/upstream/pglib-opf/v23.07/pglib_opf_case30_ieee.m,cae3290639d989731d32428aacf30c0b918bc91db73bc54791f3aa62d3f76c70,https://raw.githubusercontent.com/power-grid-lib/pglib-opf/v23.07/pglib_opf_case30_ieee.m,v23.07 commit dc6be4b2f85ca0e776952ec22cbd4c22396ea5a3,1.0,283819105.98782414,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,1.5323714148253202,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""pglib_case30_ieee__patch_01__5-7"",""pglib_case30_ieee__patch_02__6-8"",""pglib_case30_ieee__patch_03__10-21"",""pglib_case30_ieee__patch_04__12-15"",""pglib_case30_ieee__patch_05__29-30"",""pglib_case30_ieee__patch_06__18-19"",""pglib_case30_ieee__patch_07__10-17"",""pglib_case30_ieee__patch_08__23-24"",""pglib_case30_ieee__patch_09__12-4"",""pglib_case30_ieee__patch_10__12-14"",""pglib_case30_ieee__patch_11__12-16"",""pglib_case30_ieee__patch_12__25-26"",""pglib_case30_ieee__patch_13__3-4"",""pglib_case30_ieee__patch_14__19-20""]","[""pglib_case30_ieee__pglib_case30_ieee__patch_01__5-7.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_02__6-8.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_08__23-24.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_09__12-4.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_10__12-14.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_11__12-16.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_12__25-26.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_13__3-4.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_14__19-20.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-c1eb936655d2de8cf857,1.5323714148253202,31500.0,31500.0,56,283818240.00000006,0,252000.0,252000.0,10,True,1.5323714148253202
arpae_go_network_01o_020,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.013604625128209591,consensus-e4ab2289150ea2faf05f,0.0,1.0,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",0.22415533266030252,0.22415533266030252,0.0,0.0,True,1.0,True,0.08676200010813773,0.01698133837377796,1.0,QUBO/quadratized search,False,0.1237887074239552,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],8,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.0,data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.raw,e25cda2e8a51cc1b5ce0edde5d5230fb6298f3aa017daee9cc6082a24f41bc23,https://data.openei.org/files/6153/Challenge_1_Original_Dataset_2_Scenarios.zip,ARPA-E GO Challenge 1 Original Dataset 2 Offline Edition 2 Network_01O-020 scenario_1 (2019-03-25 public snapshot),1.0,938271344.0000001,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,0.22415533266030252,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""arpae_go_network_01o_020__patch_01__320-321"",""arpae_go_network_01o_020__patch_02__21-22"",""arpae_go_network_01o_020__patch_03__3-4"",""arpae_go_network_01o_020__patch_04__228-474"",""arpae_go_network_01o_020__patch_05__485-499"",""arpae_go_network_01o_020__patch_06__326-327"",""arpae_go_network_01o_020__patch_07__263-491"",""arpae_go_network_01o_020__patch_08__141-142""]","[""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_01__320-321.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_02__21-22.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_03__3-4.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_06__326-327.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_07__263-491.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_08__141-142.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-7ac0cc1a6b27dcd0c2a6,0.22415533266030252,81072.0,81072.0,0,938271344.0000001,0,0.0,648576.0,8,True,0.22415533266030252
ieee123_opendss,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.043634042143821716,consensus-95f24cdea8f06d7c3f30,135.0,0.927027027027027,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",0.25689516589045525,0.25689516589045525,3.0,0.0,True,1.0,True,0.027708291076123714,0.17621776504297995,1.0,QUBO/quadratized search,False,0.18555283267050982,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],12,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.0,data/upstream/ieee123/opendss/IEEE123Master.dss,c92a69d9b218b1b2646ec7911783826229309038e72f16b848304c0457c0a54d,https://github.com/dss-extensions/electricdss-tst/tree/3b208397160213cae4a9e2d0a7d1aa3528ce26e1/Version8/Distrib/IEEETestCases/123Bus,DSS-Extensions filtered OpenDSS archive commit 3b208397160213cae4a9e2d0a7d1aa3528ce26e1,1.0,2032032.0,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,0.25689516589045525,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""ieee123_opendss__patch_01__76-77-86"",""ieee123_opendss__patch_02__47-48-49"",""ieee123_opendss__patch_03__64-65-66"",""ieee123_opendss__patch_04__100-98-99"",""ieee123_opendss__patch_05__73-74-75"",""ieee123_opendss__patch_06__3-5-6"",""ieee123_opendss__patch_07__63-64-65"",""ieee123_opendss__patch_08__69-70-71"",""ieee123_opendss__patch_09__112-113-114"",""ieee123_opendss__patch_10__28-29-30"",""ieee123_opendss__patch_11__15-16-34"",""ieee123_opendss__patch_12__86-87-88""]","[""ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json"",""ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json"",""ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json"",""ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json"",""ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json"",""ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json"",""ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json"",""ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json"",""ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json"",""ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json"",""ieee123_opendss__ieee123_opendss__patch_11__15-16-34.json"",""ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-9e86fbf1cc3ea7c332fa,0.25689516589045525,615.0,615.0,24,2032032.0,0,1080.0,4920.0,11,True,0.25689516589045525
pglib_case14_ieee,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.013893374940380454,consensus-f846878f409ca1b4fca5,26200.0,0.889591234723978,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",0.16799495927989483,0.16799495927989483,4.0,255.150482475,True,1.0,True,0.014445542125031352,0.10115830115830116,1.0,QUBO/quadratized search,False,0.13965604221448302,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],9,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.09321305841924399,data/upstream/pglib-opf/v23.07/pglib_opf_case14_ieee.m,bd5c568621de65e4b0922317010868bc7fa94173807faa10ea8fdbbe77c28106,https://raw.githubusercontent.com/power-grid-lib/pglib-opf/v23.07/pglib_opf_case14_ieee.m,v23.07 commit dc6be4b2f85ca0e776952ec22cbd4c22396ea5a3,1.0,368097981.3874874,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,0.16799495927989483,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""pglib_case14_ieee__patch_01__3-4"",""pglib_case14_ieee__patch_02__4-9"",""pglib_case14_ieee__patch_03__14-9"",""pglib_case14_ieee__patch_04__13-14"",""pglib_case14_ieee__patch_05__13-6"",""pglib_case14_ieee__patch_06__10-9"",""pglib_case14_ieee__patch_07__4-5"",""pglib_case14_ieee__patch_08__12-13"",""pglib_case14_ieee__patch_09__11-6""]","[""pglib_case14_ieee__pglib_case14_ieee__patch_01__3-4.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_02__4-9.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_03__14-9.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_04__13-14.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_05__13-6.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_06__10-9.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_07__4-5.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_08__12-13.json"",""pglib_case14_ieee__pglib_case14_ieee__patch_09__11-6.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-a6b6f7900548c719bdda,0.16799495927989483,26200.0,26200.0,32,368097600.0,0,209600.0,209600.0,6,True,0.16799495927989483
pglib_case30_ieee,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,1,1,0.0,0.0,0.023441707948222756,consensus-4313eb1d077cc7174cde,31500.0,0.8796331677493313,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",0.25794291705824435,0.25794291705824435,7.0,582.89909615,True,1.0,True,0.017982833087444305,0.11115031757233593,1.0,QUBO/quadratized search,False,0.21651837602257729,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],14,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.08614529575228265,data/upstream/pglib-opf/v23.07/pglib_opf_case30_ieee.m,cae3290639d989731d32428aacf30c0b918bc91db73bc54791f3aa62d3f76c70,https://raw.githubusercontent.com/power-grid-lib/pglib-opf/v23.07/pglib_opf_case30_ieee.m,v23.07 commit dc6be4b2f85ca0e776952ec22cbd4c22396ea5a3,1.0,283819105.98782414,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,0.25794291705824435,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""pglib_case30_ieee__patch_01__5-7"",""pglib_case30_ieee__patch_02__6-8"",""pglib_case30_ieee__patch_03__10-21"",""pglib_case30_ieee__patch_04__12-15"",""pglib_case30_ieee__patch_05__29-30"",""pglib_case30_ieee__patch_06__18-19"",""pglib_case30_ieee__patch_07__10-17"",""pglib_case30_ieee__patch_08__23-24"",""pglib_case30_ieee__patch_09__12-4"",""pglib_case30_ieee__patch_10__12-14"",""pglib_case30_ieee__patch_11__12-16"",""pglib_case30_ieee__patch_12__25-26"",""pglib_case30_ieee__patch_13__3-4"",""pglib_case30_ieee__patch_14__19-20""]","[""pglib_case30_ieee__pglib_case30_ieee__patch_01__5-7.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_02__6-8.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_03__10-21.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_04__12-15.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_05__29-30.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_06__18-19.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_07__10-17.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_08__23-24.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_09__12-4.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_10__12-14.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_11__12-16.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_12__25-26.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_13__3-4.json"",""pglib_case30_ieee__pglib_case30_ieee__patch_14__19-20.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-c81af27651f533402556,0.25794291705824435,31500.0,31500.0,56,283818240.00000006,0,252000.0,252000.0,10,True,0.25794291705824435
arpae_go_network_01o_020,one reconstructed complete public benchmark system,results/phase3/sc_cmpo/system_level/consensus_manifest.json,0.0,5,5,5.73847079820875e-07,5.73847079820875e-07,0.020907416008412838,consensus-862f78a49c7225aa9173,0.0,1.0,public active-load-weighted customer proxy; no customer-count data were invented,"when PublicEdge.capacity_kw is absent, use the complete public-system nominal active load as a finite kW upper bound; published MVA is not reinterpreted as kW",0.3173649157397449,0.3173649157397449,0.0,0.0,True,1.0,True,0.08659524982795119,0.01698133837377796,1.0,SLSQP/IPOPT,False,0.20986224990338087,['results/phase3/sc_cmpo/system_level/baseline_patch_solutions.csv'],8,"lossless capacitated active-power network flow over the complete public benchmark; not AC OPF; voltage, reactive power, and losses are not modeled",0.0,data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.raw,e25cda2e8a51cc1b5ce0edde5d5230fb6298f3aa017daee9cc6082a24f41bc23,https://data.openei.org/files/6153/Challenge_1_Original_Dataset_2_Scenarios.zip,ARPA-E GO Challenge 1 Original Dataset 2 Offline Edition 2 Network_01O-020 scenario_1 (2019-03-25 public snapshot),1.0,2093026327.0270987,deduplicated upgrade cost + expected source-covered operating cost + 0.25 * worst-scenario source-covered operating cost,0.3173649157397449,results/phase3/sc_cmpo/system_level/scenario_results.csv,8,1.0,"[""arpae_go_network_01o_020__patch_01__320-321"",""arpae_go_network_01o_020__patch_02__21-22"",""arpae_go_network_01o_020__patch_03__3-4"",""arpae_go_network_01o_020__patch_04__228-474"",""arpae_go_network_01o_020__patch_05__485-499"",""arpae_go_network_01o_020__patch_06__326-327"",""arpae_go_network_01o_020__patch_07__263-491"",""arpae_go_network_01o_020__patch_08__141-142""]","[""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_01__320-321.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_02__21-22.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_03__3-4.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_06__326-327.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_07__263-491.json"",""arpae_go_network_01o_020__arpae_go_network_01o_020__patch_08__141-142.json""]",one-hour lossless SOC balance because the public inputs contain no charge/discharge efficiency; restoration cannot end below its scenario-start SOC,system-6bcd99082e02b92fc6ff,0.3173649157397449,30402.0,30402.0,0,2093026327.0270987,0,0.0,243216.0,16,True,0.3173649157397449
