dataset,scope,scenario,patch,qci_payload_type,repeat_budget,qci_job_count,qci_sample_count,qci_feasibility_after_repair,qci_pre_repair_violation_rate,qci_post_repair_violation_rate,qci_critical_load_served_fraction_mean,qci_critical_load_served_fraction_median,qci_critical_energy_not_served_kwh_mean,qci_max_fraction_customers_unserved_per_hour_max,qci_infra_unserved_hours_proxy_mean,lowest_qci_energy_is_best_risk_count,lowest_qci_energy_is_best_critical_served_count,qci_energy_vs_critical_served_corr,failure_modes,evidence,recommended_small_change,source_full_payload_id,qci_payload_name,patch_ids,variable_count,coefficient_scaling_factor,qci_risk_adjusted_cost_best,best_baseline_risk_method,best_baseline_risk_adjusted_cost_best,risk_ratio_qci_to_best,qci_critical_load_served_fraction_best,best_baseline_critical_load_served_fraction_best,critical_served_gap,qci_critical_energy_not_served_best,best_baseline_critical_energy_not_served_best,critical_ens_gap,qci_max_fraction_customers_unserved_per_hour_best,best_baseline_max_fraction_customers_unserved_per_hour_best,max_unserved_gap,qci_feasibility_after_repair_rate,best_baseline_feasibility_after_repair_rate,likely_failure_modes,closest_rank_within_dataset
pglib_case14_adapted,qci_fit_patch,normal,BUS3_MG,,,,,,,,,,,,,,,,,,,normal_BUS3_MG-BUS4_MG-BUS9_MG,normal_BUS3_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,"[""BUS3_MG""]",66.0,3.4685270827764116e-05,89.63690966534091,Piecewise-linear MILP baseline,149.43474314485417,0.59983982157651,0.0,1.0,1.0,249.25320000000005,0.0,249.25320000000005,0.4340008725831998,0.0,0.4340008725831998,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,56.0
pglib_case14_adapted,qci_fit_patch,renewable_shortfall,BUS3_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG,renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,"[""BUS3_MG""]",66.0,2.7736953207504655e-05,92.32555046534092,Piecewise-linear MILP baseline,162.63404594485422,0.5676889480856092,0.0,1.0,1.0,254.238264,0.0,254.238264,0.4354237334769297,0.0,0.4354237334769297,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,57.0
pglib_case14_adapted,qci_fit_patch,local_generator_failure,BUS3_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG,local_generator_failure_BUS3_MG__from__local_generator_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,"[""BUS3_MG""]",66.0,3.1513016471157156e-05,95.69590766534093,Piecewise-linear MILP baseline,158.3451931448542,0.6043499380356833,0.0,1.0,1.0,259.22332800000004,0.0,259.22332800000004,0.4354237334769297,0.0,0.4354237334769297,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,58.0
pglib_case14_adapted,qci_fit_patch,pcc_failure,BUS3_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG,pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,"[""BUS3_MG""]",66.0,3.088272438605062e-05,95.3544806653409,Piecewise-linear MILP baseline,160.16034914485422,0.5953688361349613,0.0,1.0,1.0,261.71586,0.0,261.71586,0.4354237334769297,0.0,0.4354237334769297,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,59.0
pglib_case14_adapted,qci_fit_patch,demand_surge,BUS3_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS3_MG-BUS4_MG-BUS9_MG,demand_surge_BUS3_MG__from__demand_surge_BUS3_MG-BUS4_MG-BUS9_MG.json,"[""BUS3_MG""]",66.0,1.9825915339338025e-05,106.4765756653409,Stress-only reserve heuristic baseline,188.322912696,0.5653936323575272,0.0,1.0,1.0,304.394112,0.0,304.394112,0.4354237208926879,0.0,0.4354237208926879,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,60.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS1_MG-BUS2_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG"", ""BUS2_MG""]",132.0,0.0001,40.645814218079735,Stress-only reserve heuristic baseline,44.6444438029207,0.9104338805856202,1.0,1.0,0.0,0.0,0.0,0.0,1.09081682911662e-08,0.0,1.09081682911662e-08,1.0,1.0,objective_mismatch_or_cost_gap,1.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,2.6464831919989487e-05,139.2761108492778,Piecewise-linear MILP baseline,129.11156954485418,1.0787268045788292,1.0,1.0,0.0,0.0,0.0,0.0,0.0021393097553633,0.0,0.0021393097553633,1.0,1.0,objective_mismatch_or_cost_gap,2.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS2_MG-BUS30_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS2_MG-BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG"", ""BUS30_MG""]",132.0,0.0001,52.60930242626617,Stress-only reserve heuristic baseline,44.6444438029207,1.178406492384712,1.0,1.0,0.0,0.0,0.0,0.0,1.6531633931953745e-08,0.0,1.6531633931953745e-08,1.0,1.0,objective_mismatch_or_cost_gap,3.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,2.9074962263982024e-05,154.38206306641112,Piecewise-linear MILP baseline,127.75338314485418,1.208438158474158,1.0,1.0,0.0,0.0,0.0,0.0,2.2446371218209025e-07,0.0,2.2446371218209025e-07,1.0,1.0,objective_mismatch_or_cost_gap,4.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,2.9723606789479113e-05,154.98431783068688,DifferentialEvolutionOptimizer,124.43637288546304,1.2454904802902087,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,5.0
pglib_case30_adapted,qci_fit_patch,normal,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,normal_BUS2_MG-BUS5_MG-BUS7_MG,normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,3.355889960680152e-05,149.12929970124728,Piecewise-linear MILP baseline,119.2129231448542,1.2509491065833698,1.0,1.0,0.0,0.0,0.0,0.0,2.398441972094927e-09,0.0,2.398441972094927e-09,1.0,1.0,objective_mismatch_or_cost_gap,6.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG,pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,2.9074962263982024e-05,208.90864573771285,Piecewise-linear MILP baseline,127.75338314485418,1.6352494203683055,1.0,1.0,0.0,0.0,0.0,0.0,1.5228202997428103e-10,0.0,1.5228202997428103e-10,1.0,1.0,objective_mismatch_or_cost_gap,7.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG,renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,2.6464831919989487e-05,247.13288875479955,Piecewise-linear MILP baseline,129.11156954485418,1.9141033574759854,1.0,1.0,0.0,0.0,0.0,0.0,0.0019089403445091,0.0,0.0019089403445091,1.0,1.0,objective_mismatch_or_cost_gap,8.0
pglib_case30_adapted,qci_fit_patch,normal,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,normal_BUS2_MG-BUS5_MG-BUS7_MG,normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,3.355889960680152e-05,241.5139471048472,Piecewise-linear MILP baseline,119.2129231448542,2.025904077625766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,9.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS1_MG-BUS2_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG"", ""BUS2_MG""]",132.0,0.0001,141.65722104429685,Piecewise-linear MILP baseline,22.742597982465306,6.2287176317110085,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,10.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS2_MG-BUS30_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG"", ""BUS30_MG""]",132.0,0.0001,158.9437653777046,Piecewise-linear MILP baseline,22.742597982465306,6.98881304151141,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,11.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS2_MG-BUS30_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG"", ""BUS30_MG""]",132.0,0.0001,211.21480506984747,Piecewise-linear MILP baseline,29.13783614485419,7.248815732912566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,12.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS1_MG-BUS2_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG"", ""BUS2_MG""]",132.0,0.0001,183.242878831734,Piecewise-linear MILP baseline,23.291559596569464,7.867351178094713,1.0,1.0,0.0,0.0,0.0,0.0,2.208089434627075e-09,0.0,2.208089434627075e-09,1.0,1.0,objective_mismatch_or_cost_gap,13.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS2_MG-BUS30_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG"", ""BUS30_MG""]",132.0,0.0001,191.47557338195264,Piecewise-linear MILP baseline,23.291559596569464,8.220813749636347,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,14.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS1_MG-BUS2_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG"", ""BUS2_MG""]",132.0,0.0001,243.14482751082397,Piecewise-linear MILP baseline,29.13783614485419,8.344642556916977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,15.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS1_MG-BUS2_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG"", ""BUS2_MG""]",132.0,0.0001,197.07970850395708,Piecewise-linear MILP baseline,23.486425182465293,8.391217776773225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,16.0
pglib_case30_adapted,qci_fit_patch,normal,BUS1_MG-BUS2_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG"", ""BUS2_MG""]",132.0,0.0001,198.34445207409536,Piecewise-linear MILP baseline,21.004142382465297,9.443111195041103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,17.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS2_MG-BUS30_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG"", ""BUS30_MG""]",132.0,0.0001,232.92204627164477,Piecewise-linear MILP baseline,23.486425182465293,9.917305186382379,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,18.0
pglib_case30_adapted,qci_fit_patch,normal,BUS2_MG-BUS30_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS2_MG"", ""BUS30_MG""]",132.0,0.0001,211.9569830213362,Piecewise-linear MILP baseline,21.004142382465297,10.091199115003258,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,objective_mismatch_or_cost_gap,19.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG,local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,2.9723606789479113e-05,156.02120720537965,DifferentialEvolutionOptimizer,124.43637288546304,1.2538231675154077,0.9091658432713862,1.0,0.09083415672861384,28.5486088,0.0,28.5486088,0.0629482011562212,0.0,0.0629482011562212,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,20.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,1.9637733918719023e-05,167.1132076,Piecewise-linear MILP baseline,145.9379206532708,1.1450979077400925,0.8908525178136392,1.0,0.10914748218636083,41.89073800000001,0.0,41.89073800000001,0.1073236091056119,0.0234257155085991,0.0838978935970128,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,21.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,1.9637733918719023e-05,257.0656073835631,Piecewise-linear MILP baseline,145.9379206532708,1.7614723180434848,0.8864936691364689,1.0,0.11350633086353112,41.89073800000001,0.0,41.89073800000001,0.1073487836012801,0.0234257155085991,0.08392306809268099,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,22.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS2_MG-BUS5_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG"", ""BUS5_MG""]",132.0,2.013248200057123e-05,103.55651261055304,Stress-only reserve heuristic baseline,122.3228157729514,0.8465837869753481,0.3106697222904671,0.4476763943014885,0.1370066720110214,245.816926,239.33693235324077,6.479993646759226,0.4101033912777041,0.4057130158440541,0.004390375433650007,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,23.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS5_MG-BUS7_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG"", ""BUS7_MG""]",132.0,2.013248200057123e-05,138.83135572139187,Stress-only reserve heuristic baseline,122.3228157729514,1.1349587960686147,0.269727390028768,0.4476763943014885,0.17794900427272048,270.81692599999997,239.33693235324077,31.479993646759198,0.4290428211054439,0.4057130158440541,0.02332980526138978,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,24.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS2_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS2_MG""]",66.0,0.0001,31.239147860553025,Stress-only reserve heuristic baseline,122.3228157729514,0.2553828381332992,0.0,0.4476763943014885,0.4476763943014885,62.48376119999999,239.33693235324077,-176.8531711532408,0.1020105339571414,0.4057130158440541,-0.30370248188691273,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,25.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS7_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS7_MG""]",66.0,0.0001,32.78336866374411,Stress-only reserve heuristic baseline,122.3228157729514,0.2680069818258167,0.0,0.4476763943014885,0.4476763943014885,76.7248272,239.33693235324077,-162.61210515324078,0.1071815748489781,0.4057130158440541,-0.298531440995076,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,26.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS5_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,2.013248200057123e-05,73.87922175,Stress-only reserve heuristic baseline,122.3228157729514,0.6039692700267003,0.0,0.4476763943014885,0.4476763943014885,294.118776,239.33693235324077,54.781843646759256,0.4428291381918307,0.4057130158440541,0.03711612234777656,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,27.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS5_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,"[""BUS5_MG""]",66.0,1.9637733918719023e-05,104.7821906653409,Piecewise-linear MILP baseline,145.9379206532708,0.7179915281531901,0.0139923862916245,1.0,0.9860076137083755,300.134912,0.0,300.134912,0.4366859123012657,0.0234257155085991,0.41326019679266657,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,28.0
pglib_case30_adapted,qci_fit_patch,normal,BUS1_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,58.28517300540032,Piecewise-linear MILP baseline,21.004142382465297,2.774937054990544,0.0,1.0,1.0,10.553359999999998,0.0,10.553359999999998,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,29.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS1_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,59.201366356567,Piecewise-linear MILP baseline,23.486425182465293,2.5206631446307157,0.0,1.0,1.0,10.7644272,0.0,10.7644272,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,30.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS1_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,58.963106935161434,Piecewise-linear MILP baseline,22.742597982465306,2.592628466660774,0.0,1.0,1.0,10.9754944,0.0,10.9754944,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,31.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS1_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,9.059944544134948,Piecewise-linear MILP baseline,23.291559596569464,0.3889797291835003,0.0,1.0,1.0,11.081028000000002,0.0,11.081028000000002,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,32.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS1_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,9.406666357526698,Stress-only reserve heuristic baseline,44.6444438029207,0.21070183781551113,0.0,1.0,1.0,12.452964799999998,0.0,12.452964799999998,0.0222031768163401,0.0,0.0222031768163401,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,33.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS1_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS1_MG""]",66.0,0.0001,59.41095480120727,Piecewise-linear MILP baseline,29.13783614485419,2.038962485266751,0.0,1.0,1.0,12.8879888,0.0,12.8879888,0.022203121426402,0.0,0.022203121426402,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,34.0
pglib_case30_adapted,qci_fit_patch,normal,BUS30_MG,,,,,,,,,,,,,,,,,,,normal_BUS1_MG-BUS2_MG-BUS30_MG,normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,81.43831466534091,Piecewise-linear MILP baseline,21.004142382465297,3.877250172010229,0.0,1.0,1.0,25.86612,0.0,25.86612,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,35.0
pglib_case30_adapted,qci_fit_patch,renewable_shortfall,BUS30_MG,,,,,,,,,,,,,,,,,,,renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG,renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,82.0653200653409,Piecewise-linear MILP baseline,23.486425182465293,3.494159687043815,0.0,1.0,1.0,26.3834424,0.0,26.3834424,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,36.0
pglib_case30_adapted,qci_fit_patch,local_generator_failure,BUS30_MG,,,,,,,,,,,,,,,,,,,local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,81.7827818653409,Piecewise-linear MILP baseline,22.742597982465306,3.5960175670517485,0.0,1.0,1.0,26.900764799999997,0.0,26.900764799999997,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,37.0
pglib_case30_adapted,qci_fit_patch,pcc_failure,BUS30_MG,,,,,,,,,,,,,,,,,,,pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG,pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,81.8474471653409,Piecewise-linear MILP baseline,23.291559596569464,3.5140389301108,0.0,1.0,1.0,27.159425999999996,0.0,27.159425999999996,0.0498300304122441,0.0,0.0498300304122441,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,38.0
pglib_case30_adapted,qci_fit_patch,storm_forced_islanding,BUS30_MG,,,,,,,,,,,,,,,,,,,storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,21.370154565713136,Stress-only reserve heuristic baseline,44.6444438029207,0.4786744496146029,0.0,1.0,1.0,30.522021599999995,0.0,30.522021599999995,0.0498300304122442,0.0,0.0498300304122442,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,39.0
pglib_case30_adapted,qci_fit_patch,demand_surge,BUS30_MG,,,,,,,,,,,,,,,,,,,demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,"[""BUS30_MG""]",66.0,0.0001,82.91177246534092,Piecewise-linear MILP baseline,29.13783614485419,2.84550204940264,0.0,1.0,1.0,31.5883392,0.0,31.5883392,0.0498300332350006,0.0,0.0498300332350006,1.0,1.0,decomposition_quality|objective_mismatch|underweighted_critical_load,40.0
