dataset,scenario,patch,method_name,repeat_count,best_cost,median_cost,p10_cost,p90_cost,std_cost,best_critical_load_served_fraction,median_runtime_seconds,feasibility_rate
pglib_case14_adapted,demand_surge,BUS9_MG,CMPO + QCi Dirac-3,30,120.0125876653409,127.84333720934092,123.4400876653409,132.0107876653409,3.4007630910980122,0.0,32.0,1.0
pglib_case14_adapted,demand_surge,BUS9_MG,CMPO-V2 + QCi Dirac-3,30,121.0259876653409,132.0107876653409,125.9832065665341,170.14083566534092,16.406574889904224,1.0,30.0,1.0
pglib_case14_adapted,local_generator_failure,BUS14_MG,CMPO + QCi Dirac-3,30,74.7442826653409,74.7442826653409,74.7442826653409,74.7442826653409,4.263256414560601e-14,0.0,31.0,1.0
pglib_case14_adapted,local_generator_failure,BUS14_MG,CMPO-V2 + QCi Dirac-3,30,74.7442826653409,74.7442826653409,74.7442826653409,91.14524906534088,7.6059105357257435,1.0,31.0,1.0
pglib_case14_adapted,local_generator_failure,BUS14_MG-BUS1_MG,CMPO + QCi Dirac-3,30,97.0561385018355,130.43369766969522,110.90361357335235,154.448265251826,18.090148776790095,1.0,432.0,1.0
pglib_case14_adapted,local_generator_failure,BUS14_MG-BUS1_MG,CMPO-V2 + QCi Dirac-3,30,161.95861706842734,178.4929807099635,170.8177564622193,183.79239602733549,5.654468097608478,1.0,434.0,1.0
pglib_case14_adapted,local_generator_failure,BUS1_MG,CMPO + QCi Dirac-3,30,71.3589574458974,80.83547430258608,76.189070305649,81.59877194730683,2.7155467414715164,0.0,31.0,1.0
pglib_case14_adapted,local_generator_failure,BUS1_MG,CMPO-V2 + QCi Dirac-3,30,74.09332240716888,81.59877194730682,79.4231058724199,98.43857480704244,8.694656088313485,1.0,30.0,1.0
pglib_case14_adapted,local_generator_failure,BUS1_MG-BUS2_MG,CMPO + QCi Dirac-3,30,96.143236015745,148.50971357060402,112.47278798627966,188.42049148020214,30.352869930641727,1.0,433.0,1.0
pglib_case14_adapted,local_generator_failure,BUS1_MG-BUS2_MG,CMPO-V2 + QCi Dirac-3,30,190.7098641770113,208.9427468256426,196.45166631739872,218.11128812858578,9.199643255329743,1.0,433.0,1.0
pglib_case14_adapted,local_generator_failure,BUS2_MG,CMPO + QCi Dirac-3,30,102.6777151478409,114.22132892334089,107.16282564534087,121.77959304894088,5.624721040418489,0.0,30.0,1.0
pglib_case14_adapted,local_generator_failure,BUS2_MG,CMPO-V2 + QCi Dirac-3,30,107.3843092793409,123.5447238953409,111.11062431174088,147.55672314534087,16.280611862194622,1.0,30.0,1.0
pglib_case14_adapted,local_generator_failure,BUS3_MG,CMPO + QCi Dirac-3,30,30.890075665340895,30.890075665340905,30.890075665340905,30.890075665340905,1.0296742478167743e-14,0.0,31.0,1.0
pglib_case14_adapted,local_generator_failure,BUS3_MG,CMPO-V2 + QCi Dirac-3,30,29.925515665340903,30.890075665340905,30.890075665340895,108.3509424,26.296244914523353,1.0,32.0,1.0
pglib_case14_adapted,local_generator_failure,BUS3_MG-BUS4_MG,CMPO + QCi Dirac-3,30,115.74971403409192,186.380159562,122.5905122959477,235.19921109420682,45.09870964918063,1.0,433.0,1.0
pglib_case14_adapted,local_generator_failure,BUS3_MG-BUS4_MG,CMPO-V2 + QCi Dirac-3,30,248.075213904,265.79166803475,254.9269076052,278.2410308425341,8.945757498795798,1.0,432.0,1.0
pglib_case14_adapted,local_generator_failure,BUS4_MG,CMPO + QCi Dirac-3,30,130.84907666534087,146.0271677473409,134.06734264454093,155.3073133637909,8.829094440561404,0.0,31.0,1.0
pglib_case14_adapted,local_generator_failure,BUS4_MG,CMPO-V2 + QCi Dirac-3,30,134.7073526653409,164.3528387355,138.50257359928406,225.2231055601409,36.73062394072799,1.0,30.0,1.0
pglib_case14_adapted,local_generator_failure,BUS4_MG-BUS9_MG,CMPO + QCi Dirac-3,30,187.5344018413409,253.3270927670909,197.653540067075,291.0832999369341,33.01257532091996,1.0,432.0,1.0
pglib_case14_adapted,local_generator_failure,BUS4_MG-BUS9_MG,CMPO-V2 + QCi Dirac-3,30,286.4579823793409,309.3276952355909,296.32821004680676,318.4856905143068,10.942344379565071,1.0,430.0,1.0
pglib_case14_adapted,local_generator_failure,BUS9_MG,CMPO + QCi Dirac-3,30,116.53199066534091,129.4910966653409,125.2485806653409,132.1301906653409,3.340453328712768,0.0,32.0,1.0
pglib_case14_adapted,local_generator_failure,BUS9_MG,CMPO-V2 + QCi Dirac-3,30,124.40699066534089,132.1301906653409,127.54125363240681,164.60190266534093,15.132421032856268,1.0,30.0,1.0
pglib_case14_adapted,normal,BUS14_MG,CMPO + QCi Dirac-3,30,74.6236646653409,74.6236646653409,74.6236646653409,74.6236646653409,2.842170943040401e-14,0.0,32.0,1.0
pglib_case14_adapted,normal,BUS14_MG,CMPO-V2 + QCi Dirac-3,30,74.6236646653409,74.6236646653409,74.6236646653409,90.39382466534089,7.725769032409907,1.0,31.0,1.0
pglib_case14_adapted,normal,BUS14_MG-BUS1_MG,CMPO + QCi Dirac-3,30,112.3808884308062,137.65972753721655,122.45763966298252,151.39169969439737,13.225912224731749,1.0,433.0,1.0
pglib_case14_adapted,normal,BUS14_MG-BUS1_MG,CMPO-V2 + QCi Dirac-3,30,151.05609495053216,175.16894352374285,169.09480752745938,180.83496287163496,6.35363569503616,1.0,434.0,1.0
pglib_case14_adapted,normal,BUS1_MG,CMPO + QCi Dirac-3,30,65.56289964577371,80.75301616342725,74.41899135791051,81.48436470412577,3.412504165542282,0.0,31.0,1.0
pglib_case14_adapted,normal,BUS1_MG,CMPO-V2 + QCi Dirac-3,30,74.14130182143062,81.5871918108034,77.19160388348251,97.64380053535756,8.760010973907775,1.0,31.0,1.0
pglib_case14_adapted,normal,BUS1_MG-BUS2_MG,CMPO + QCi Dirac-3,30,94.19965434297372,174.35119843914435,131.132010204966,205.69635793920986,31.717278946996426,1.0,435.0,1.0
pglib_case14_adapted,normal,BUS1_MG-BUS2_MG,CMPO-V2 + QCi Dirac-3,30,213.2279182688904,231.79975113030514,221.2612368484783,243.47131068204354,8.413027343989896,1.0,434.0,1.0
pglib_case14_adapted,normal,BUS2_MG,CMPO + QCi Dirac-3,30,135.93551450534088,143.4067140493409,136.48328587548934,149.4067145053409,4.489410505799239,0.0,32.0,1.0
pglib_case14_adapted,normal,BUS2_MG,CMPO-V2 + QCi Dirac-3,30,127.0090145053409,149.3375902941507,134.23091441414087,174.1547945053409,14.955221114387054,1.0,31.0,1.0
pglib_case14_adapted,normal,BUS3_MG,CMPO + QCi Dirac-3,30,27.323609665340896,29.866019665340893,29.866019665340893,29.866019665340893,0.46210444652805444,0.0,32.0,1.0
pglib_case14_adapted,normal,BUS3_MG,CMPO-V2 + QCi Dirac-3,30,29.866019665340893,29.866019665340893,29.866019665340893,106.68024,32.09909510427869,1.0,32.0,1.0
pglib_case14_adapted,normal,BUS3_MG-BUS4_MG,CMPO + QCi Dirac-3,30,116.2383587115911,176.41800461999998,123.11857768887502,221.29274296260002,39.7112036705198,1.0,434.0,1.0
pglib_case14_adapted,normal,BUS3_MG-BUS4_MG,CMPO-V2 + QCi Dirac-3,30,233.75335212,253.03956400942042,240.28230590520002,262.20723555,8.652519077605705,1.0,434.0,1.0
pglib_case14_adapted,normal,BUS4_MG,CMPO + QCi Dirac-3,30,120.597224088,144.97159483267046,134.3893912592909,160.7053764817409,10.039850885271196,0.0,32.0,1.0
pglib_case14_adapted,normal,BUS4_MG,CMPO-V2 + QCi Dirac-3,30,135.523305,156.0169043210909,142.1135118445409,218.78912361554092,27.817925147903015,1.0,31.0,1.0
pglib_case14_adapted,normal,BUS4_MG-BUS9_MG,CMPO + QCi Dirac-3,30,167.28631213163965,249.85054314067045,186.57951664393062,293.775731232,39.36017585191364,1.0,433.0,1.0
pglib_case14_adapted,normal,BUS4_MG-BUS9_MG,CMPO-V2 + QCi Dirac-3,30,257.04300444,289.82921269267047,278.06607341805324,302.76015534824774,11.193500450656785,1.0,433.0,1.0
pglib_case14_adapted,normal,BUS9_MG,CMPO + QCi Dirac-3,30,121.76818466534088,129.02353437667045,125.21434466534089,131.89138466534092,2.663886796414575,0.0,31.0,1.0
pglib_case14_adapted,normal,BUS9_MG,CMPO-V2 + QCi Dirac-3,30,121.6949822713409,131.89138466534092,125.68883578680683,163.11418466534093,14.995240803167533,1.0,31.0,1.0
pglib_case14_adapted,pcc_failure,BUS14_MG,CMPO + QCi Dirac-3,30,74.7442826653409,74.7442826653409,74.7442826653409,74.7442826653409,4.263256414560601e-14,0.0,31.0,1.0
pglib_case14_adapted,pcc_failure,BUS14_MG,CMPO-V2 + QCi Dirac-3,30,74.7442826653409,74.7442826653409,74.7442826653409,91.30295066534087,7.510352385839343,1.0,31.0,1.0
pglib_case14_adapted,pcc_failure,BUS14_MG-BUS1_MG,CMPO + QCi Dirac-3,30,62.20932842070151,83.99510708583048,70.43416965874063,91.68044190779311,8.114966097647873,1.0,433.0,1.0
