score_mode,dataset,method_name,challenge_score,challenge_rank,best_method_by_challenge_score,qci_minus_best_challenge_score,qci_outcome_by_challenge_score,critical_energy_not_served_kwh,total_hours_critical_infrastructure_unserved,max_fraction_customers_unserved_per_hour,total_energy_not_served,critical_load_served_fraction,feasibility_after_repair,risk_adjusted_cost,expected_operating_cost,runtime,weighted_challenge_score,weighted_challenge_rank,lexicographic_challenge_score,lexicographic_challenge_rank,best_cost_by_method,median_cost_by_method,total_upgrade_cost,energy_not_served_kwh,wall_clock_runtime_seconds,median_runtime_seconds,time_to_good_solution,repeat_count,scenario_count,normalized_critical_energy_not_served_kwh,normalized_total_hours_critical_infrastructure_unserved,normalized_max_fraction_customers_unserved_per_hour,normalized_total_energy_not_served,normalized_risk_adjusted_cost,normalized_runtime,infeasibility_penalty
lexicographic,synthetic_smoke,SLSQPDispatchOptimizer,2.0,3,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,8149.351987811503,6419.646250269683,0.0092407499905675,,,2.0,3.0,6253.254016970484,6586.038483568882,0.0,0.0,0.0372775411233304,0.00932027056114745,0.0092407499905675,2,2,,,,,,,
lexicographic,synthetic_smoke,CMPO-local polynomial search,3.0,4,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,9049.333653067813,7183.95056056929,0.0115674169501289,,,3.0,4.0,7090.833653854403,7276.772648830867,0.0,0.0,0.0468661659397183,0.011699270457029301,0.0115674169501289,2,2,,,,,,,
lexicographic,synthetic_smoke,GreedyCriticalLoadFirst,4.0,5,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,9049.77588074778,7184.392788249259,0.0,,,4.0,5.0,7092.012927667647,7276.772648830868,0.0,0.0,0.0,0.0,0.0,2,2,,,,,,,
lexicographic,synthetic_smoke,GPU-parallel random restart baseline,5.0,6,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,9049.77588074778,7184.392788249259,0.0945441670482978,,,5.0,6.0,7092.012927667647,7276.772648830868,0.0,0.0,1.1126292920671403,0.09562202100642025,0.0945441670482978,2,2,,,,,,,
lexicographic,synthetic_smoke,QUBO/quadratized local search baseline,6.0,7,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,9051.01838024778,7185.088040499258,0.142056499957107,,,6.0,7.0,7092.210267667648,7277.9658133308685,0.0,0.0,0.5901452919933944,0.1440229794825427,0.142056499957107,2,2,,,,,,,
lexicographic,synthetic_smoke,Stress-only reserve heuristic baseline,7.0,8,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0890736259307365,2280.4603600000005,1.0,1.0,8997.158396565137,7156.844397407936,1.4541088603436949e-05,,,7.0,8.0,7088.707197667648,7224.981597148225,0.0,2280.4603600000005,8.766609244048595e-05,1.9312486983835697e-05,1.4541088603436949e-05,2,2,,,,,,,
lexicographic,synthetic_smoke,DifferentialEvolutionOptimizer,8.0,9,Piecewise-linear MILP baseline,,inconclusive_no_qci,738.9435518180765,16,0.1109265019770162,3721.5643505436155,0.8740593852520958,1.0,3398.78798066155,2543.7182267904623,0.0049887500936165,,,8.0,9.0,1530.5585862749836,2451.713736351211,0.0,3721.5643505436155,0.0211612501880152,0.005183729052077949,0.0049887500936165,2,2,,,,,,,
weighted,pglib_case14_adapted,Piecewise-linear MILP baseline,0.000702909733324,1,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,23134.81823532408,600,0.4963719772348401,74508.42690597224,0.9656594530076984,1.0,15539.826603967178,15495.695429205964,0.02108729199972,0.000702909733324,1.0,,,26.698629959604617,103.87638134970713,0.0,74508.42690597224,89.09602217655623,0.0411088124965317,0.02108729199972,50,6,0.0,0.0,0.0,0.0,0.0,0.000702909733324,0.0
weighted,pglib_case14_adapted,GreedyCriticalLoadFirst,7.540571434899088,2,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,23165.927515324078,600,0.4963719772348401,75288.71990597225,0.9656132754375584,1.0,25940.092915742338,25873.73320889966,0.0,7.540571434899088,2.0,,,63.44669054077762,116.77188853451673,0.0,75288.71990597225,0.0,0.0,0.0,50,6,0.0002131724896078143,0.0,0.0,0.002175159955996894,0.7109882949691585,0.0,0.0
weighted,pglib_case14_adapted,IPOPT/Pyomo nonlinear baseline,102.15612457146804,3,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,23176.99111005641,1200,0.5023641261340611,76194.99285686012,0.9655972122316873,1.0,25480.516107758984,25414.467332892174,0.0959549590479582,102.15612457146804,3.0,,,49.339437140841504,115.94161131378743,0.0,76194.99285686012,721.7079288347159,0.47081839601742104,0.0959549590479582,50,6,0.00028898440274445004,0.07587253414264036,0.037451104810005326,0.004701504075416675,0.6795704714903977,0.00319849863493194,0.0
weighted,pglib_case14_adapted,SLSQPDispatchOptimizer,102.1570871895002,4,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,23176.99111005641,1200,0.5023641261340611,76194.99285686012,0.9655972122316873,1.0,25480.516107758984,25414.467332892174,0.1248335000127554,102.1570871895002,4.0,,,49.339437140841504,115.94161131378743,0.0,76194.99285686012,712.5712950716261,0.45510208304040134,0.1248335000127554,50,6,0.00028898440274445004,0.07587253414264036,0.037451104810005326,0.004701504075416675,0.6795704714903977,0.0041611166670918465,0.0
weighted,pglib_case14_adapted,QUBO/quadratized local search baseline,245.55008908683288,5,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,26037.066773817598,600,0.5658122881671759,79459.32410110498,0.9613514527759395,1.0,26006.580957154463,25937.6066065707,3.7605525000253697,245.55008908683288,5.0,,,63.44669054077762,100.25183532534504,0.0,79459.32410110498,9702.719530241564,5.070817604486365,3.7605525000253697,50,6,0.019887298787093895,0.0,0.43400396193498325,0.013801217395401478,0.7155335842706376,0.12535175000084567,0.0
weighted,pglib_case14_adapted,CMPO-local polynomial search,306.3589468617951,6,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,28228.382567640663,600,0.5805193993479063,79645.22276789206,0.9580987372271371,1.0,25834.5282220294,25768.16851518672,0.7305371250258759,306.3589468617951,6.0,,,63.44669054077762,92.32069850859529,0.0,79645.22276789206,2530.1486986544915,1.2931671250262298,0.7305371250258759,50,6,0.034903018960824456,0.0,0.5259238343456207,0.014319432137643763,0.7037716276895017,0.02435123750086253,0.0
weighted,pglib_case14_adapted,Stress-only reserve heuristic baseline,317.8698506781425,7,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,23134.81823532408,600,0.5728464227274819,346061.4312153241,0.9656594530076984,1.0,20202.398570438854,20155.827818561855,5.16669824719429e-05,317.8698506781425,7.0,,,39.88374398939284,103.40343391149307,0.0,346061.4312153241,0.186338450293962,9.7062555141747e-05,5.16669824719429e-05,50,6,0.0,0.0,0.47796750741696353,0.7569864408681741,0.3187451160610588,1.7222327490647634e-06,0.0
weighted,pglib_case14_adapted,GPU-parallel random restart baseline,438.56784383865335,8,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,33725.9146618139,600,0.6102034913573191,86429.84508594028,0.9499383852718586,1.0,25699.19737687471,25632.83767003203,0.0027669999981299,438.56784383865335,8.0,,,63.44669054077762,89.34592735492932,0.0,86429.84508594028,16.260711094131636,0.0039816044736653,0.0027669999981299,50,6,0.07257417699514362,0.0,0.7114502723116205,0.03323237738100902,0.6945200716265257,9.223333327099667e-05,0.0
weighted,pglib_case14_adapted,DifferentialEvolutionOptimizer,2269.2237014504544,9,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,164249.3781989412,7200,0.6119898033431455,433237.44720112125,0.5778289101267122,1.0,24822.180003663154,24763.955872099865,0.0821457919664681,2269.2237014504544,9.0,,,48.43014467105657,132.23598782244045,0.0,433237.44720112125,310.93524664780125,0.1602632710128091,0.0821457919664681,50,6,0.9669700509738064,0.834597875569044,0.7226147741505599,1.0,0.6345649639258669,0.0027381930655489364,0.0
weighted,pglib_case14_adapted,CMPO + QCi Dirac-3,2598.213862478457,10,Piecewise-linear MILP baseline,2598.2131595687238,qci_loss,169069.5964857,8508,0.656371233054395,387369.8613365,0.29056958596769106,1.0,30167.727492583504,30105.813199643526,30.0,2598.213862478457,10.0,,,0.4693590000000001,125.91734954964124,0.0,387369.8613365,346410.0,32.0,30.0,1,6,1.0,1.0,1.0,0.872138624784571,1.0,1.0,0.0
weighted,pglib_case30_adapted,Piecewise-linear MILP baseline,0.0008079895982844453,1,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,23933.69323532408,600,0.4057130158440541,63459.87359064816,0.9693153552389716,1.0,13101.35406285934,13066.972876584574,0.0161597919650375,0.0008079895982844453,1.0,,,5.442361048284731,23.388992389517377,0.0,63459.87359064816,95.12878305022596,0.04628975049126885,0.0161597919650375,50,6,3.257017988599642e-17,0.0,0.0,0.0,0.0,0.0008079895982518751,0.0
weighted,pglib_case30_adapted,GreedyCriticalLoadFirst,9.316503587929935,2,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,23933.693235324077,600,0.4057130158440541,66420.39363532409,0.9693153552389716,1.0,27601.14514088114,27542.37740488763,0.0,9.316503587929935,2.0,,,27.182162498668063,101.06507105425246,0.0,66420.39363532409,0.0,0.0,0.0,50,6,0.0,0.0,0.0,0.00959488565683489,0.8357015022246446,0.0,0.0
weighted,pglib_case30_adapted,IPOPT/Pyomo nonlinear baseline,67.89794657005368,3,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,23934.81076233091,1200,0.4057193635334929,66421.53755213681,0.9693139332516476,1.0,27124.230811637815,27066.238056661176,0.0082851250190287,67.89794657005368,3.0,,,25.638218074296045,99.8765595598648,0.0,66421.53755213681,683.6886970028281,0.30690320854773745,0.0082851250190287,50,6,1.0005021351168651e-05,0.058823529411764705,4.399023381604076e-05,0.009598593029476655,0.8082143460831175,0.000414256250951435,0.0
weighted,pglib_case30_adapted,SLSQPDispatchOptimizer,67.89798912005753,4,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,23934.81076233091,1200,0.4057193635334929,66421.53755213681,0.9693139332516476,1.0,27124.230811637815,27066.238056661176,0.0091361250961199,67.89798912005753,4.0,,,25.638218074296045,99.8765595598648,0.0,66421.53755213681,725.1282192764338,0.3286876045167446,0.0091361250961199,50,6,1.0005021351168651e-05,0.058823529411764705,4.399023381604076e-05,0.009598593029476655,0.8082143460831175,0.000456806254805995,0.0
weighted,pglib_case30_adapted,QUBO/quadratized local search baseline,244.6328245388811,5,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,25615.99134012408,600,0.4684808934014144,75185.65303292408,0.9671585330878565,1.0,27423.941699710467,27365.63105718478,0.4395716249709949,244.6328245388811,5.0,,,27.182162498668063,100.68993578773822,0.0,75185.65303292408,10557.637527173385,6.890219166467432,0.4395716249709949,50,6,0.015061316956656384,0.0,0.43498876819755655,0.03800261821845501,0.8254883080352348,0.021978581248549744,0.0
weighted,pglib_case30_adapted,CMPO-local polynomial search,412.59333588676924,6,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,28775.599666341048,600,0.5086618298430926,76757.83003516734,0.9631076973843695,1.0,27338.459268208957,27279.691532215445,0.110088458051905,412.59333588676924,6.0,,,27.182162498668063,100.476142376597,0.0,76757.83003516734,2715.605329195503,1.7655137499677949,0.110088458051905,50,6,0.04334873065834493,0.0,0.7134473799582847,0.043097959017095275,0.8205614924669807,0.0055044229025952495,0.0
weighted,pglib_case30_adapted,Stress-only reserve heuristic baseline,467.3534270756372,7,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,23933.693235324077,600,0.5205876892562057,260137.22739532412,0.9693153552389716,1.0,22754.903562811447,22708.737434382507,2.487492747604847e-05,467.3534270756372,7.0,,,17.995425186689197,81.9600536077999,0.0,260137.22739532412,0.2014146612490897,0.00010560452938075,2.487492747604847e-05,50,6,0.0,0.0,0.7960949872645314,0.6374206870979986,0.5563863489825251,1.2437463738024236e-06,0.0
weighted,pglib_case30_adapted,GPU-parallel random restart baseline,509.50282300867025,8,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,30377.59703894014,600,0.5320991255402582,81170.62741672045,0.9610538263080179,1.0,27218.337496359665,27159.569760366154,0.0010976250050589,509.50282300867025,8.0,,,27.182162498668063,100.476142376597,0.0,81170.62741672045,39.081244732486,0.0040975419688038,0.0010976250050589,50,6,0.057691129382805316,0.0,0.8758705935817707,0.057399597129265977,0.8136382240802728,5.4881250252945e-05,0.0
weighted,pglib_case30_adapted,CMPO + QCi Dirac-3,1983.206999867143,9,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,112761.0542067,6882,0.5500107130408087,255497.02112320001,0.22517905165338736,1.0,28423.20858598117,28342.76140838589,20.0,1983.206999867143,9.0,,,0.3495277499999999,96.18420668383847,0.0,255497.02112320001,156620.0,22.0,20.0,1,6,0.795255629306121,0.6158823529411764,1.0,0.6223820290469491,0.8830814715150564,1.0,0.0
weighted,pglib_case30_adapted,DifferentialEvolutionOptimizer,2550.9988310451777,10,Piecewise-linear MILP baseline,1983.2061918775446,qci_loss,135630.3071264824,10800,0.5329830360499397,372011.7574337879,0.6401064142239637,1.0,30451.79682193448,30394.85239365562,0.0146479589166119,2550.9988310451777,10.0,,,18.022762053872203,112.50886389583583,0.0,372011.7574337879,327.17404293478467,0.19974981242557985,0.0146479589166119,50,6,1.0,1.0,0.8819961972944638,1.0,1.0,0.000732397945830595,0.0
weighted,pglib_case57_adapted,Piecewise-linear MILP baseline,0.007896947613882738,1,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,3344.140884213072,3213.448078083251,0.0213422080269083,0.007896947613882738,1.0,,,315.41492645241465,405.1183524858485,0.0,0.0,1.1255503322463465,0.02338552050059655,0.0213422080269083,3,4,0.0,0.0,0.0,0.0,0.0,0.007896947613882738,0.0
weighted,pglib_case57_adapted,GreedyCriticalLoadFirst,9.959791861976033,2,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,12427.663352144273,11685.097037546519,0.0,9.959791861976033,2.0,,,547.2110100307586,1355.969456753528,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.9959791861976033,0.0,0.0
weighted,pglib_case57_adapted,GPU-parallel random restart baseline,9.96049661827624,3,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,12427.663352144273,11685.097037546519,0.0019046670058742,9.96049661827624,3.0,,,547.2110100307586,1355.969456753528,0.0,0.0,6.9200540818274,0.00207793747540555,0.0019046670058742,3,4,0.0,0.0,0.0,0.0,0.9959791861976033,0.0007047563002064101,0.0
weighted,pglib_case57_adapted,CMPO-local polynomial search,10.041630932499073,4,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,12427.663352144273,11685.097037546519,0.2211774160386994,10.041630932499073,4.0,,,547.2110100307586,1355.9694567535278,0.0,0.0,11.608825246337801,0.23824297951068724,0.2211774160386994,3,4,0.0,0.0,0.0,0.0,0.9959791861976033,0.08183907052304085,0.0
weighted,pglib_case57_adapted,QUBO/quadratized local search baseline,11.0,5,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.0,0.0,1.0,1.0,12464.333950304937,11716.650027325479,2.7025895409751683,11.0,5.0,,,549.0973210680203,1356.7396242480163,0.0,0.0,140.02777541638352,2.907088354055304,2.7025895409751683,3,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0
weighted,pglib_case57_adapted,IPOPT/Pyomo nonlinear baseline,134.56424443027407,6,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0028558508831393998,36,8.58397263651388e-08,0.0030555148126722,0.9999999603436759,1.0,12042.174538112802,11299.608223515048,0.0723787090973928,134.56424443027407,6.0,,,545.7715400571014,1271.2116722330186,0.0,0.0030555148126722,7.2027951783966255,0.1530057710479013,0.0723787090973928,3,4,1.4817619425895823e-07,0.125,3.8675413132059466e-07,5.926595858846975e-08,0.9537115706725892,0.026781243692401983,0.0
weighted,pglib_case57_adapted,SLSQPDispatchOptimizer,134.56495768097133,7,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0028558508831393998,36,8.58397263651388e-08,0.0030555148126722,0.9999999603436759,1.0,12042.174538112802,11299.608223515048,0.0743063329719007,134.56495768097133,7.0,,,545.7715400571014,1271.2116722330186,0.0,0.0030555148126722,7.069164164597167,0.15023377106990665,0.0743063329719007,3,4,1.4817619425895823e-07,0.125,3.8675413132059466e-07,5.926595858846975e-08,0.9537115706725892,0.0274944943896619,0.0
weighted,pglib_case57_adapted,Stress-only reserve heuristic baseline,280.8482480727513,8,Piecewise-linear MILP baseline,,inconclusive_no_qci,0.0,0,0.1033718389010302,19890.690912,1.0,1.0,11912.20192800631,11179.2274434327,5.083298310637474e-05,280.8482480727513,8.0,,,453.03564801973545,1288.207592939732,0.0,19890.690912,0.0027248398400843143,5.566695472225547e-05,5.083298310637474e-05,3,4,0.0,0.0,0.46574572695069594,0.3858076089167077,0.9394604896741267,1.880899127879878e-05,0.0
weighted,pglib_case57_adapted,DifferentialEvolutionOptimizer,2604.032620974685,9,Piecewise-linear MILP baseline,,inconclusive_no_qci,19273.3448002343,288,0.221949087064782,51555.98399899421,0.6628541278974519,1.0,6994.621179810183,6646.345201621991,0.0810400829650461,2604.032620974685,9.0,,,296.422629550153,814.1268645253037,0.0,51555.98399899421,4.319086001487447,0.0903046044986695,0.0810400829650461,3,4,1.0,1.0,1.0,1.0,0.40026348884754415,0.029986086209674523,0.0
weighted,pglib_case5_pjm_adapted,Piecewise-linear MILP baseline,0.6451876549848429,1,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,0.0,0,0.0039040558362543,3457.556747141201,1.0,1.0,77693.47742376219,77465.55368647078,0.0208893329836428,0.6451876549848429,1.0,,,383.2663132038759,582.1347282927577,0.0,3457.556747141201,24.645291309338027,0.02892972895642735,0.0208893329836428,50,4,0.0,0.0,0.0,0.0,0.06437950327859333,0.00139262219890952,0.0
weighted,pglib_case5_pjm_adapted,GreedyCriticalLoadFirst,30.44016202746686,2,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,0.0,0,0.0149649065522917,13253.399999999987,1.0,1.0,188995.2689913747,188322.49440580624,0.0,30.44016202746686,2.0,,,491.0739194363283,1328.515179174468,0.0,13253.399999999987,0.0,0.0,0.0,50,4,0.0,0.0,0.0395578851935503,0.008014169846920478,0.9859802445999664,0.0,0.0
weighted,pglib_case5_pjm_adapted,GPU-parallel random restart baseline,30.44028772466767,3,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,0.0,0,0.0149649065522917,13253.399999999987,1.0,1.0,188995.2689913747,188322.49440580624,0.0018854580121114,30.44028772466767,3.0,,,491.0739194363283,1328.515179174468,0.0,13253.399999999987,16.08999752392989,0.0023376040044240003,0.0018854580121114,50,4,0.0,0.0,0.0395578851935503,0.008014169846920478,0.9859802445999664,0.00012569720080742668,0.0
weighted,pglib_case5_pjm_adapted,CMPO-local polynomial search,30.45983834693004,4,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,0.0,0,0.0149649065522917,13253.399999999987,1.0,1.0,188995.2689913747,188322.49440580624,0.2951447919476777,30.45983834693004,4.0,,,491.0739194363283,1328.5151791744674,0.0,13253.399999999987,452.81413049669936,0.5631682920502499,0.2951447919476777,50,4,0.0,0.0,0.0395578851935503,0.008014169846920478,0.9859802445999664,0.01967631946317851,0.0
weighted,pglib_case5_pjm_adapted,QUBO/quadratized local search baseline,66.82982662551298,5,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,207.71503494282427,24,0.0317229401413074,20754.109248199915,0.9997453266228413,1.0,190688.43591648605,190014.2376996182,1.3783102500019595,66.82982662551298,5.0,,,478.4524570397786,1314.9308626172444,0.0,20754.109248199915,1835.1499724218156,2.351641687040683,1.3783102500019595,50,4,0.0005773234669871471,0.005,0.09949110242997589,0.014150645935377546,1.0,0.09188735000013064,0.0
weighted,pglib_case5_pjm_adapted,SLSQPDispatchOptimizer,278.2165688997677,6,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,1.3091987312372402,1200,0.013775625551556,12200.153553911592,0.9999986465683915,1.0,188784.90098153308,188115.38876399165,0.0452969589969143,278.2165688997677,6.0,,,491.07437060820337,1330.0232006409742,0.0,12200.153553911592,116.16882258537224,0.13304216647520656,0.0452969589969143,50,4,3.6387888373179536e-06,0.25,0.035304555816112713,0.007152488448828036,0.9842383560724797,0.0030197972664609534,0.0
weighted,pglib_case5_pjm_adapted,IPOPT/Pyomo nonlinear baseline,278.2166077552362,7,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,1.3091987312372402,1200,0.013775625551556,12200.153553911592,0.9999986465683915,1.0,188784.90098153308,188115.38876399165,0.0458797910250723,278.2166077552362,7.0,,,491.07437060820337,1330.0232006409742,0.0,12200.153553911592,117.21799497911707,0.13126029144041235,0.0458797910250723,50,4,3.6387888373179536e-06,0.25,0.035304555816112713,0.007152488448828036,0.9842383560724797,0.0030586527350048203,0.0
weighted,pglib_case5_pjm_adapted,Stress-only reserve heuristic baseline,437.86264758292316,8,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,0.0,0,0.2009459459459459,953887.06,1.0,1.0,163601.03038244008,162989.22713583254,4.5666005462408066e-05,437.86264758292316,8.0,,,199.81718123124497,1156.1982248112208,0.0,953887.06,0.04871116345748277,5.870847962796688e-05,4.5666005462408066e-05,50,4,0.0,0.0,0.7046980984905447,0.7775648578666036,0.7757109506590045,3.044400364160538e-06,0.0
weighted,pglib_case5_pjm_adapted,CMPO + QCi Dirac-3,1244.8662043881961,9,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,137737.62161893514,1638,0.2777440685052399,371485.7146959015,0.7461045931441351,1.0,69918.35992020355,69379.66774930945,15.0,1244.8662043881961,9.0,,,165.42597054005836,748.709987412492,0.0,371485.7146959015,6000.0,15.0,15.0,50,4,0.3828281437089806,0.34125,0.9793579228814415,0.3010909923849473,0.0,1.0,0.0
weighted,pglib_case5_pjm_adapted,DifferentialEvolutionOptimizer,2603.1525128241137,10,Piecewise-linear MILP baseline,1244.2210167332114,qci_loss,359789.69645356305,4800,0.2835158364437983,1225772.960584375,0.7013017098095962,1.0,107962.59551090718,107562.57040203633,0.0356285410234704,2603.1525128241137,10.0,,,159.3639929665161,659.4805617641167,0.0,1225772.960584375,56.88381633395326,0.06880179146537549,0.0356285410234704,50,4,1.0,1.0,1.0,1.0,0.3150137588045791,0.00237523606823136,0.0
weighted,qci_small_synthetic,Piecewise-linear MILP baseline,0.00732688747652801,1,Piecewise-linear MILP baseline,,inconclusive_no_qci,1139.1074444184121,8,0.4204530732871973,17148.518904374083,0.9895045697645307,1.0,16458.092935817454,10869.088110334384,0.0153801250271499,0.00732688747652801,1.0,,,1084.7994303330013,4958.486526305704,0.0,17148.518904374083,0.30231087200809204,0.01640941703226415,0.0153801250271499,2,8,0.0,0.0,0.0,0.0,0.0,0.00732688747652801,0.0
weighted,qci_small_synthetic,GreedyCriticalLoadFirst,148.37084565999862,2,Piecewise-linear MILP baseline,,inconclusive_no_qci,2458.485325218988,16,0.4516550206357461,18064.730045833814,0.9773358738370731,1.0,48483.87742340602,42798.95816336386,0.0,148.37084565999862,2.0,,,15242.71417926372,22382.49141831939,0.0,18064.730045833814,0.0,0.0,0.0,2,8,0.02187187837140521,0.02040816326530612,0.21115513138695605,0.0021088031535198316,0.030235801445730286,0.0,0.0
weighted,qci_small_synthetic,CMPO-local polynomial search,148.4944291910501,3,Piecewise-linear MILP baseline,,inconclusive_no_qci,2458.485325218988,16,0.4516550206357461,18064.730045833814,0.9773358738370731,1.0,48483.87742340602,42798.95816336386,0.2594185000052675,148.4944291910501,3.0,,,15242.71417926372,22382.49141831939,0.0,18064.730045833814,4.798718708916567,0.30069899995578453,0.2594185000052675,2,8,0.02187187837140521,0.02040816326530612,0.21115513138695605,0.0021088031535198316,0.030235801445730286,0.12358353105147034,0.0
weighted,qci_small_synthetic,GPU-parallel random restart baseline,149.37084565999862,4,Piecewise-linear MILP baseline,,inconclusive_no_qci,2458.485325218988,16,0.4516550206357461,18064.730045833814,0.9773358738370731,1.0,48483.87742340602,42798.95816336386,2.099134874995798,149.37084565999862,4.0,,,15242.71417926372,22382.49141831939,0.0,18064.730045833814,39.190941040054895,2.4482302500400692,2.099134874995798,2,8,0.02187187837140521,0.02040816326530612,0.21115513138695605,0.0021088031535198316,0.030235801445730286,1.0,0.0
weighted,qci_small_synthetic,SLSQPDispatchOptimizer,255.57325105329616,5,Piecewise-linear MILP baseline,,inconclusive_no_qci,2458.641283397053,56,0.4531718423290208,18283.093630293326,0.9773341233111831,1.0,41805.83280628863,36216.84238218816,0.0825900830095633,255.57325105329616,5.0,,,14769.63025990368,18345.37296981008,0.0,18283.093630293326,1.4979103759396815,0.0961873125052079,0.0825900830095633,2,8,0.021874463755282948,0.12244897959183673,0.22142002544488748,0.002611401075204625,0.02393100565947434,0.039344819617523924,0.0
weighted,qci_small_synthetic,IPOPT/Pyomo nonlinear baseline,255.57361251217873,6,Piecewise-linear MILP baseline,,inconclusive_no_qci,2458.641283397053,56,0.4531718423290208,18283.093630293326,0.9773341233111831,1.0,41805.83280628863,36216.84238218816,0.0833488339558243,255.57361251217873,6.0,,,14769.63025990368,18345.37296981008,0.0,18283.093630293326,1.503739874227903,0.09737852046964685,0.0833488339558243,2,8,0.021874463755282948,0.12244897959183673,0.22142002544488748,0.002611401075204625,0.02393100565947434,0.03970627850008502,0.0
weighted,qci_small_synthetic,QUBO/quadratized local search baseline,350.1955833653731,7,Piecewise-linear MILP baseline,,inconclusive_no_qci,2857.8730785094767,16,0.509070419250226,20042.795307347653,0.9736560222812778,1.0,48096.16787706131,42410.292525434415,1.0005872909678146,350.1955833653731,7.0,,,13909.275695429033,22031.51638069669,0.0,20042.795307347653,18.20641366392374,1.1678959999699146,1.0005872909678146,2,8,0.028492696023507954,0.02040816326530612,0.59970639399393,0.006661629541007885,0.029869761735869752,0.4766665081346036,0.0
weighted,qci_small_synthetic,Stress-only reserve heuristic baseline,387.7788089199028,8,Piecewise-linear MILP baseline,,inconclusive_no_qci,1469.2703254941432,8,0.5306930425966999,56433.123915988144,0.9864625376000925,1.0,42539.22519225728,36954.39064153937,3.0542025342583656e-05,387.7788089199028,8.0,,,9506.064910473258,15550.35793973337,0.0,56433.123915988144,0.00056012615095824,3.354198997840285e-05,3.0542025342583656e-05,2,8,0.005473248022969252,0.0,0.746034692758517,0.09041965894595466,0.0246234073264047,1.454981559612495e-05,0.0
weighted,qci_small_synthetic,DifferentialEvolutionOptimizer,1070.9890676915109,9,Piecewise-linear MILP baseline,,inconclusive_no_qci,26201.04813192932,64,0.5682209591235549,71901.3536180617,0.7178109035061734,1.0,21976.821666706193,18108.040979809855,0.0321998329600319,1070.9890676915109,9.0,,,5317.642117610237,9568.122710898831,0.0,71901.3536180617,0.5966842918423929,0.03739533352199935,0.0321998329600319,2,8,0.41546226175627643,0.14285714285714285,1.0,0.12602220741871356,0.005210276307350598,0.015339573146816665,0.0
weighted,qci_small_synthetic,qBraid GPU-parallel random restart baseline,2215.580214698056,10,Piecewise-linear MILP baseline,,inconclusive_no_qci,61462.133130474715,400,0.4516550206357461,451618.2511458452,0.977335873837073,1.0,1075658.8733441387,1069973.9540840965,0.0055606178939342,2215.580214698056,10.0,,,15242.71417926372,22382.49141831939,0.0,451618.2511458452,4.445983905345182,0.0079626273363828,0.0055606178939342,50,8,1.0,1.0,0.21115513138695605,1.0,1.0,0.002649004578109985,0.0
