dataset,payload_name,scenario,patch,sample_count,repeat_count,job_count,expected_operating_cost_best,expected_operating_cost_median,risk_adjusted_cost_best,risk_adjusted_cost_median,critical_load_served_fraction_best,critical_load_served_fraction_median,critical_energy_not_served_best,total_energy_not_served_best,max_fraction_customers_unserved_per_hour_best,total_critical_infrastructure_unserved_hours_proxy_best,feasibility_after_repair_rate,pre_repair_violation_rate,post_repair_violation_rate,pre_repair_violation_median,post_repair_violation_median,qci_energy_best,qci_energy_median,decoded_objective_best,runtime_seconds_total,runtime_seconds_median,time_to_good_solution
pglib_case14_ieee,pglib_case14_ieee__storm_forced_islanding_BUS4_MG-BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,storm_forced_islanding,BUS4_MG-BUS9_MG,30,1,1,142.78125,142.78125,142.8869363,142.8869363,0.9984183905503763,0.9984183905503763,0.4227451999999907,217.21756999999997,0.14470942306581552,6.0,1.0,1.0,0.0,10396.710884449998,0.0,-332208.65625,-300155.296875,7989.4448894414645,13050.0,435.0,435.0
pglib_case14_ieee,pglib_case14_ieee__storm_forced_islanding_BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,storm_forced_islanding,BUS4_MG,30,1,1,13.456892026260663,13.456892026260663,53.670123826260664,53.670123826260664,0.9973718526149395,0.0,0.4227451999999907,169.83161999999996,0.11314110432472296,6.0,1.0,1.0,0.0,13363.331185500001,0.0,-39678936.0,-9774780.0,-76115324.28653318,930.0,31.0,31.0
pglib_case14_ieee,pglib_case14_ieee__storm_forced_islanding_BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,storm_forced_islanding,BUS9_MG,30,1,1,13.5956862675811,13.5956862675811,40.204450267581095,40.204450267581095,1.0,0.0,0.0,47.385949999999994,0.03156831874109254,0.0,1.0,1.0,0.0,13535.680907650003,0.0,-56167152.0,-5282736.0,-98296522.27341716,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS12_MG__from__demand_surge_BUS12_MG.json,demand_surge,BUS12_MG,30,1,1,95.5870406653409,95.5870406653409,104.08619147934091,106.7460038653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11180.0109384,2.842170943040401e-14,-40878320.0,-7586784.0,-80241308.95011397,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,demand_surge,BUS1_MG-BUS2_MG,30,1,1,334.28047267931424,382.2793780489322,334.28047267931424,382.2793780489322,1.0,1.0,0.0,7.31e-05,4.785527955941405e-08,0.0,1.0,1.0,0.0,6759.15292755,4.263256414560601e-14,-190209.625,-157358.6171875,7168.575366289912,12990.0,433.0,433.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,demand_surge,BUS1_MG,30,1,1,56.18895760120726,56.1889576012073,59.410954801207254,59.410954801207296,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10865.704461600002,5.684341886080802e-14,-45065768.0,-9359454.0,-79927629.07213378,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,demand_surge,BUS2_MG-BUS30_MG,30,1,1,359.7531643641907,402.48861992079753,359.7531643641907,402.48861992079753,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7305.30590055,2.842170943040401e-14,-195200.71875,-171380.1875,6585.004605605586,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,demand_surge,BUS2_MG-BUS5_MG,30,1,1,338.3740755674694,420.97382590569634,338.3740755674694,420.97382590569634,1.0,1.0,0.0,69.08919000000003,0.045229582790471616,0.0,1.0,1.0,0.0,7319.9747277999995,1.4210854715202004e-14,-463503.625,-434578.65625,6181.419403779845,12990.0,433.0,433.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,demand_surge,BUS2_MG,30,1,1,295.2122607206525,299.44828079878874,311.37893432065255,315.61495439878877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10094.229007900001,4.263256414560601e-14,-33042816.0,-6069745.0,-69669114.35712814,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,demand_surge,BUS2_MG,30,1,1,282.2888465144135,299.4482807987887,298.4555201144135,315.6149543987887,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11227.2316551,4.263256414560601e-14,-39739104.0,-8671734.0,-64643688.54583098,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,demand_surge,BUS30_MG,30,1,1,75.0146876653409,75.01468766534092,81.46781388634089,82.91177246534092,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11829.05674105,2.1316282072803006e-14,-28646716.0,-5110380.0,-65378199.76467136,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,demand_surge,BUS5_MG-BUS7_MG,30,1,1,208.37061723734087,209.77036706534088,208.37061723734087,209.77036706534088,1.0,1.0,0.0,69.08919000000002,0.04522958279047161,0.0,1.0,1.0,0.0,8079.1679229,1.4210854715202004e-14,-459546.4375,-439497.15625,6497.750526070109,12990.0,433.0,433.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,demand_surge,BUS5_MG,30,1,1,29.0055026653409,29.0055026653409,83.37177104634091,105.1040306653409,1.0,0.0,0.0,69.08919000000003,0.045229582790471616,0.0,1.0,1.0,0.0,11826.38988065,7.105427357601002e-15,-48919168.0,-16516272.0,-86081407.5829169,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,demand_surge,BUS7_MG,30,1,1,77.9827526653409,77.9827526653409,95.17470698834092,97.83407426534089,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11587.0033197,2.1316282072803006e-14,-21076976.0,-4657632.0,-56847401.02592551,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG.json,local_generator_failure,BUS12_MG,30,1,1,94.43663666534088,95.6479166653409,103.93965746534089,105.1509374653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11373.7795139,2.842170943040401e-14,-32175704.0,-5054956.0,-71284641.01577193,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,local_generator_failure,BUS1_MG-BUS2_MG,30,1,1,203.65288119709652,233.00271610723436,203.65288119709652,233.00271610723436,1.0,1.0,0.0,4.5600000000000004e-05,3.505415189984894e-08,0.0,1.0,1.0,0.0,6944.55889495,4.263256414560601e-14,-199242.5625,-163458.78125,5917.06243434348,12990.0,433.0,433.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,local_generator_failure,BUS1_MG,30,1,1,56.21923333516144,56.21923333516149,58.96310693516144,58.96310693516149,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10182.12947525,5.684341886080802e-14,-34851856.0,-7531024.0,-71677270.64655662,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,local_generator_failure,BUS2_MG-BUS30_MG,30,1,1,230.9969040395165,254.44917997468178,230.9969040395165,254.44917997468178,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7523.516622899999,1.7763568394002505e-14,-202140.546875,-171795.609375,6564.812356799223,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS2_MG-BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,local_generator_failure,BUS2_MG-BUS5_MG,30,1,1,236.62501978593434,268.6675909302413,236.62501978593434,268.6675909302413,1.0,1.0,0.0,2.4e-06,1.844955363149944e-09,0.0,1.0,1.0,0.0,7535.842193300001,1.4210854715202004e-14,-384186.28125,-365318.109375,6889.046950148064,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,local_generator_failure,BUS2_MG,30,1,1,139.9628891791941,173.46516902534088,153.7304975791941,173.46516902534088,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8630.02104795,7.105427357601002e-14,-43309464.0,-187693.28125,-82519922.56290297,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS2_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,local_generator_failure,BUS2_MG,30,1,1,146.69386356584735,173.46516902534088,160.46147196584735,173.46516902534088,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8676.8138091,5.684341886080802e-14,-45637768.0,-192738.953125,-83784082.41757156,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS30_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,local_generator_failure,BUS30_MG,30,1,1,75.0575906653409,75.0575906653409,79.9188515733409,81.7827818653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11866.992881450002,1.4210854715202004e-14,-36534416.0,-8989669.0,-79646457.97757529,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS5_MG-BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,local_generator_failure,BUS5_MG-BUS7_MG,30,1,1,199.73890707923434,202.91461259834088,199.73890707923434,202.91461259834088,1.0,1.0,0.0,6e-07,4.61238840787486e-10,0.0,1.0,1.0,0.0,8067.17943885,2.1316282072803006e-14,-385729.96875,-360297.96875,7644.846922185113,12960.0,432.0,432.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS5_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,local_generator_failure,BUS5_MG,30,1,1,27.864965665340904,29.3868056653409,92.67079766534091,94.19263766534091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11934.415826,7.105427357601002e-15,-29558560.0,-9434192.0,-66204523.17452207,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__local_generator_failure_BUS7_MG__from__local_generator_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,local_generator_failure,BUS7_MG,30,1,1,78.0987806653409,78.0987806653409,90.9845980363409,95.0042510653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11704.9317543,2.1316282072803006e-14,-63015696.0,-5482136.0,-70328453.09288959,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS12_MG__from__normal_BUS12_MG.json,normal,BUS12_MG,30,1,1,93.72052466534088,96.25660053434089,102.85804466534087,104.66368466534088,1.0,0.11102512087524835,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10443.390304649998,2.842170943040401e-14,-30144976.0,-4259020.0,-72537625.24857223,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS1_MG-BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,normal,BUS1_MG-BUS2_MG,30,1,1,332.7699128327098,367.72517177523713,332.7699128327098,367.72517177523713,1.0,1.0,0.0,2.8700000000000003e-05,2.2945094866374807e-08,0.0,1.0,1.0,0.0,6731.6971613000005,2.842170943040401e-14,-329567.25,-303684.296875,8585.655947323376,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS1_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,normal,BUS1_MG,30,1,1,56.15868931594414,56.15868931594419,58.79702931594414,58.79702931594419,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10558.532314550002,5.3290705182007514e-14,-40524108.0,-13032797.0,-62706528.560808696,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS2_MG-BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,normal,BUS2_MG-BUS30_MG,30,1,1,355.4551497597656,393.6005830675431,355.4551497597656,393.6005830675431,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7273.058113749999,2.842170943040401e-14,-351203.15625,-311596.71875,7445.21221639349,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS2_MG-BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,normal,BUS2_MG-BUS5_MG,30,1,1,354.39957904523123,400.15218733847234,354.39957904523123,400.15218733847234,1.0,1.0,0.0,1.4000000000000001e-06,1.1192729203109661e-09,0.0,1.0,1.0,0.0,7236.51200775,1.4210854715202004e-14,-522436.71875,-491653.359375,8174.948115190348,13080.0,436.0,436.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,normal,BUS2_MG,30,1,1,286.20168117825136,299.03142528956107,299.4397661782514,312.2695102895611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11101.66152315,4.263256414560601e-14,-27329912.0,-8436990.0,-65576151.643388964,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS2_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,normal,BUS2_MG,30,1,1,280.31031844689153,310.901880053451,293.54840344689154,318.17976875345096,1.0,0.45023100395563254,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9844.575326999999,2.842170943040401e-14,-20839120.0,-2880648.0,-62840699.88529927,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS30_MG__from__normal_BUS1_MG-BUS2_MG-BUS30_MG.json,normal,BUS30_MG,30,1,1,74.9717846653409,74.9717846653409,81.43831466534091,81.43831466534091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11793.742199199998,1.4210854715202004e-14,-29910280.0,-6132668.0,-69352109.50375833,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS5_MG-BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,normal,BUS5_MG-BUS7_MG,30,1,1,195.8068645873409,198.8894947153409,195.8068645873409,198.8894947153409,1.0,1.0,0.0,6e-07,4.796883944189855e-10,0.0,1.0,1.0,0.0,7980.130688849999,2.1316282072803006e-14,-510073.78125,-486587.453125,9758.09064102543,13080.0,436.0,436.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS5_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,normal,BUS5_MG,30,1,1,25.1762096653409,28.624199665340903,81.76797094734091,90.93749966534091,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11921.3080423,7.105427357601002e-15,-35756096.0,-14204920.0,-74652615.89251764,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__normal_BUS7_MG__from__normal_BUS2_MG-BUS5_MG-BUS7_MG.json,normal,BUS7_MG,30,1,1,77.86672466534088,77.8667246653409,94.12198466534088,94.1219846653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11933.076564799998,2.1316282072803006e-14,-27598384.0,-5044746.0,-66550140.94120991,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS12_MG__from__pcc_failure_BUS12_MG.json,pcc_failure,BUS12_MG,30,1,1,95.64791666534087,108.0947006653409,103.9603386643409,108.0947006653409,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9052.851064999999,1.4210854715202004e-14,-34202504.0,-157595.140625,-74017463.69600932,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,pcc_failure,BUS1_MG-BUS2_MG,30,1,1,288.95128972052925,342.350702412424,288.95128972052925,342.350702412424,1.0,1.0,0.0,0.0018793,1.4309180946533319e-06,0.0,1.0,1.0,0.0,7871.14945775,2.842170943040401e-14,-216375.859375,-178755.5234375,5916.449000349227,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,pcc_failure,BUS1_MG,30,1,1,6.289687544134953,6.289687544134959,9.059944544134954,9.05994454413496,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12691.477666750001,2.842170943040401e-14,-69163744.0,-7670820.0,-105830005.78111102,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS2_MG-BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,pcc_failure,BUS2_MG-BUS30_MG,30,1,1,366.5064175883129,405.7357040394452,366.5064175883129,405.7357040394452,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7241.020845749999,1.4210854715202004e-14,-183743.359375,-166204.328125,6170.636857160016,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS2_MG-BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,pcc_failure,BUS2_MG-BUS5_MG,30,1,1,366.0979389080103,420.5257436660064,366.0979389080103,420.5257436660064,1.0,1.0,0.0,1.6e-06,1.2182562397942482e-09,0.0,1.0,1.0,0.0,7366.07200835,1.4210854715202004e-14,-377076.5625,-360261.234375,6976.14550848311,12930.0,431.0,431.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,pcc_failure,BUS2_MG,30,1,1,281.43611851013213,299.86538922292704,295.3361077601321,313.765378472927,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11088.2520575,4.263256414560601e-14,-34239424.0,-10071228.0,-73348584.99160197,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,pcc_failure,BUS2_MG,30,1,1,277.3973227551554,300.03833291617286,291.2973120051554,313.8790445536729,1.0,0.004264579736995178,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10034.7159829,4.263256414560601e-14,-37910744.0,-5592457.0,-64064457.96845075,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS30_MG__from__pcc_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,pcc_failure,BUS30_MG,30,1,1,75.0575906653409,75.0575906653409,81.68330439634089,81.8474471653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11377.588470300001,2.1316282072803006e-14,-31488996.0,-8535780.0,-56795074.15147455,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS5_MG-BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,pcc_failure,BUS5_MG-BUS7_MG,30,1,1,200.9500777933409,203.7921629923409,200.9500777933409,203.7921629923409,1.0,1.0,0.0,4e-07,3.0456405994856206e-10,0.0,1.0,1.0,0.0,8072.0528042999995,7.105427357601002e-15,-376022.9375,-361881.375,8173.475829459799,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS5_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,pcc_failure,BUS5_MG,30,1,1,29.064965665340907,29.3868056653409,84.0184666863409,94.8157706653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11850.322011299999,7.105427357601002e-15,-42740128.0,-6291686.0,-79719081.10301673,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__pcc_failure_BUS7_MG__from__pcc_failure_BUS2_MG-BUS5_MG-BUS7_MG.json,pcc_failure,BUS7_MG,30,1,1,78.0987806653409,78.0987806653409,92.00587681934091,95.1668036653409,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12014.027251499996,2.1316282072803006e-14,-53473728.0,-9347720.0,-93598226.05287337,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS12_MG__from__renewable_shortfall_BUS12_MG.json,renewable_shortfall,BUS12_MG,30,1,1,95.62668626534091,108.3234878653409,103.13064803834091,108.3234878653409,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8989.299112050001,1.4210854715202004e-14,-26472272.0,-313243.5625,-62618024.22109615,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,renewable_shortfall,BUS1_MG-BUS2_MG,30,1,1,309.4693791317178,373.08558347134283,309.4693791317178,373.08558347134283,1.0,1.0,0.0,2.8300000000000003e-05,2.218166921904786e-08,0.0,1.0,1.0,0.0,6691.16247125,3.552713678800501e-14,-342164.5,-306751.8125,7563.783964507441,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,renewable_shortfall,BUS1_MG,30,1,1,56.510259556567,56.51025955656705,59.201366356567,59.20136635656705,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10861.455122999998,4.263256414560601e-14,-32193704.0,-5845213.0,-62790184.12091602,900.0,30.0,30.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,renewable_shortfall,BUS2_MG-BUS30_MG,30,1,1,340.16683213268044,394.0924992782487,340.16683213268044,394.0924992782487,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7240.836032199999,2.842170943040401e-14,-346324.0625,-316953.484375,7037.992205042111,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS2_MG-BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,renewable_shortfall,BUS2_MG-BUS5_MG,30,1,1,347.1903365174261,407.67225485269864,347.1903365174261,407.67225485269864,1.0,1.0,0.0,2.4354805000000352,0.0019089407364113803,0.0,1.0,1.0,0.0,7312.74709055,2.842170943040401e-14,-546092.5,-505538.015625,9469.73977396849,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,renewable_shortfall,BUS2_MG,30,1,1,288.831655792545,303.88252888714817,302.334502492545,317.3853755871482,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10533.84619155,4.263256414560601e-14,-40768264.0,-9963412.0,-77774085.87466714,960.0,32.0,32.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,renewable_shortfall,BUS2_MG,30,1,1,292.0380506813876,303.88252888714817,305.5408973813876,317.3853755871482,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10952.426940549998,3.552713678800501e-14,-25259552.0,-9050836.0,-66530442.2294325,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS30_MG__from__renewable_shortfall_BUS1_MG-BUS2_MG-BUS30_MG.json,renewable_shortfall,BUS30_MG,30,1,1,75.4694594653409,86.9128802653409,82.0653200653409,86.9128802653409,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9464.2416042,1.4210854715202004e-14,-38182144.0,-304869.4375,-78819547.8038462,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS5_MG-BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,renewable_shortfall,BUS5_MG-BUS7_MG,30,1,1,202.25768566334085,204.25597546409088,202.25768566334085,204.25597546409088,1.0,1.0,0.0,2.435480200000035,0.0019089405012700101,0.0,1.0,1.0,0.0,8022.290691349999,7.105427357601002e-15,-542376.25,-514028.078125,9968.183613653693,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS5_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,renewable_shortfall,BUS5_MG,30,1,1,33.047314465340904,33.047314465340904,77.2789262318409,96.60688046534091,1.0,0.0,0.0,2.435480000000041,0.0019089403445091016,0.0,1.0,1.0,0.0,11555.0330582,1.4210854715202004e-14,-31076952.0,-6362055.0,-67058712.68825741,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__renewable_shortfall_BUS7_MG__from__renewable_shortfall_BUS2_MG-BUS5_MG-BUS7_MG.json,renewable_shortfall,BUS7_MG,30,1,1,79.21264946534089,79.21264946534089,92.4958879723409,95.79301466534089,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11778.11319105,1.4210854715202004e-14,-52579384.0,-6353756.0,-75521575.17077513,960.0,32.0,32.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG.json,storm_forced_islanding,BUS12_MG,30,1,1,13.705865444893506,13.705865444893506,24.488139044893508,24.488139044893508,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13499.02122295,1.7763568394002505e-15,-36756128.0,-3240720.0,-77008544.79284859,960.0,32.0,32.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,storm_forced_islanding,BUS1_MG-BUS2_MG,30,1,1,104.77606124298417,108.76747457478223,104.77606124298417,108.76747457478223,1.0,1.0,0.0,0.0032234,2.18393724656802e-06,0.0,1.0,1.0,0.0,9568.19570095,1.758597607814938e-14,-267638.25,-232118.3125,5756.165037897185,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,storm_forced_islanding,BUS1_MG,30,1,1,6.293425157526698,6.293425157526704,9.406666357526698,9.406666357526703,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12654.192510600002,6.217248937900877e-15,-37154928.0,-1919988.0,-78310502.67041005,960.0,32.0,32.0
